"Spring 2021-2022","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENGR MECHANICS & AEROSPA","Section","# 
Ave","A","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades
GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"346
E M A","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Special Topics: Engr Mech","601
001","6
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"FEM Model Validation","610
001","9
3.556","66.7","",".","","22.2",".","","11.1","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Adv Mech Testing-Materials","611
001","13
3.846","69.2","","30.8","",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Mechanics of Continua","622
001","9
3.563","33.3","","33.3","","22.2",".","",".","",".","",".",".","",".",".","",".",".","11.1","",".",".","."
"Adv Topics-Finite Elements","705
001","9
3.833","77.8","","11.1","","11.1",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Adv Methods-Structurl Dynamics","745
001","3
3.833","66.7","","33.3","",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"","790
005","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","790
006","2",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","790
037","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","790
038","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Master's Research and Thesis","Course Total","5",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","890
004","1",".","",".","",".",".","",".","",".","",".",".","",".",".","",".","100.0","",".",".",".","."
"","890
023","3",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","890
031","2",".","",".","",".",".","",".","",".","",".","50.0","",".",".","",".","50.0","",".",".",".","."
"","890
041","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Pre-Dissertator Research","Course Total","7",".","",".","",".",".","",".","",".","",".","71.4","",".",".","",".","28.6","",".",".",".","."
"","990
004","1",".","",".","",".",".","",".","",".","",".",".","",".",".","",".","100.0","",".",".",".","."
"","990
023","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","990
037","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","990
038","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","990
076","2",".","",".","",".",".","",".","",".","",".","50.0","",".",".","",".","50.0","",".",".",".","."
"Research and Thesis","Course Total","6",".","",".","",".",".","",".","",".","",".","66.7","",".",".","",".","33.3","",".",".",".","."
