"MED","","","","","","","","","","","","","","","","","","","",""
"MED","College Total","7472","3.717","36.5","9.8","4.9","1.2","0.5","0.2","0.1","38.3","0.0","5.8","",".","1.3","0.5",".","0.5","0.3"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","33","3.066","18.2","15.2","48.5","9.1","3.0",".","3.0",".",".",".","",".",".","3.0",".",".","."
"Sophomore","","160","3.490","40.0","30.0","25.0","1.3","1.3","1.3",".",".",".",".","",".",".",".",".","1.3","."
"Junior","","394","3.692","64.2","19.0","12.4","2.0","0.8","0.5",".",".",".",".","",".",".","0.5",".","0.5","."
"Senior","","1026","3.733","74.7","12.5","6.4","2.1","1.8","0.9","0.6","0.1",".",".","",".",".","0.5",".","0.5","."
"Undergraduates","","1613","3.684","67.5","15.9","10.6","2.2","1.5","0.8","0.4","0.1",".",".","",".",".","0.5",".","0.6","."
"Special","","55","3.884","54.5","10.9","1.8",".",".",".",".","25.5",".","1.8","",".",".","3.6",".","1.8","."
"Graduate","","1645","3.772","46.9","9.5","4.7","0.9","0.4",".","0.1","27.4","0.1","2.5","",".","5.5","0.4",".","1.5","0.1"
"Prof Yr 1","","1343","3.569","28.4","15.3","6.6","2.5","0.7","0.3",".","30.2",".","15.3","",".",".","0.3",".",".","0.5"
"Prof Yr 2","","653","3.851","42.0","10.7","1.7",".",".",".",".","25.7",".","16.7","",".",".","0.6",".",".","2.6"
"Prof Yr 3","","716","3.958","2.2","0.1",".",".",".",".",".","86.0",".","10.8","",".","0.6",".",".",".","."
"Prof Yr 4","","1487","3.813","13.7","2.6","0.9","0.3","0.1",".",".","81.2",".","0.1","",".",".","0.9",".",".","."
"Professionals","","4199","3.715","20.8","7.5","2.7","0.9","0.3","0.1",".","57.1",".","9.4","",".","0.1","0.5",".",".","0.6"
"","College Total","7512","3.717","36.8","9.8","4.8","1.2","0.5","0.2","0.1","38.1","0.0","5.8","",".","1.3","0.5",".","0.5","0.3"
