"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","3700","3.709","57.3","15.5","8.1","3.4","1.3","0.2","0.2","1.9","",".","11.6","",".","0.1","0.2","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","20","3.857","85.0","10.0","5.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","59","3.798","79.7","8.5","10.2","1.7",".",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","96","3.613","62.5","13.5","15.6","4.2","2.1",".","1.0",".","",".",".","",".",".",".",".","1.0","."
"Senior","","228","3.623","67.1","11.8","11.8","4.8","0.9","1.3","0.9",".","",".","1.3","",".",".",".",".",".","."
"Undergraduates","","403","3.651","68.7","11.7","12.2","4.0","1.0","0.7","0.7",".","",".","0.7","",".",".",".",".","0.2","."
"Special","","24","3.974","83.3","8.3",".",".",".",".",".","8.3","",".",".","",".",".",".",".",".","."
"Graduate","","357","3.933","53.5","6.7","0.8",".","0.3",".",".","19.0","",".","17.9","",".","1.1","0.3","0.3",".","."
"Prof Yr 1","","838","3.594","47.1","20.8","8.9","3.5","1.2","0.6","0.1",".","",".","17.1","",".",".","0.6",".",".","0.1"
"Prof Yr 2","","710","3.560","46.6","21.3","12.4","4.8","0.8","0.1","0.1",".","",".","13.7","",".",".","0.1",".",".","."
"Prof Yr 3","","979","3.579","56.2","16.0","7.8","4.4","2.9",".","0.1","0.1","",".","12.5","",".",".",".",".","0.1","."
"Prof Yr 4","","389","3.943","91.5","5.1","2.3","0.5",".",".",".","0.3","",".",".","",".",".","0.3",".",".","."
"Professionals","","2916","3.698","56.0","17.2","8.5","3.7","1.5","0.2","0.1","0.1","",".","12.4","",".",".","0.2",".","0.0","0.0"
"","College Total","3700","3.709","57.3","15.5","8.1","3.4","1.3","0.2","0.2","1.9","",".","11.6","",".","0.1","0.2","0.0","0.1","0.0"
