"Spring 2021-2022","","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GEOLOGICAL ENGINEERING","Section","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1","001","","1","3.000",".",".","100.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Intro to Geological Engr","171","001","","2","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prob Solv Using Cmptr Tools","291","001","","9","3.000","11.1","11.1","55.6","11.1","11.1","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Soil Mechanics","330","001","","4","3.875","75.0","25.0",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Intro Geophysics:Dynmic  Earth","350","001","","8","2.938","25.0",".","37.5","12.5","25.0","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Elementary Petrology","370","001","","4","3.250","25.0","25.0","25.0","25.0",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Intr Slope Stab and Earth Ret","430","001","","8","3.813","87.5",".",".","12.5",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Intr Shallow & Deep Fndtn Syst","432","001","","14","3.464","21.4","50.0","28.6",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Intro Underground Openings","434","001","","14","3.750","57.1","35.7","7.1",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Structural Geology","455","001","","7","3.643","57.1","14.3","28.6",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Rock Mechanics","474","002","","13","3.077",".","30.8","53.8","15.4",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Geological Engr Design","479","001","","5","3.800","80.0",".","20.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Honors in Research","489","004","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Mixing and Transport in Env","511","001","","2","4.000","50.0",".",".",".",".","",".","",".","50.0","",".",".","",".","",".","",".",".",".","."
"Wind Energy Design","535","001","","18","3.583","33.3","50.0","16.7",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Contaminant Hydrogeology","629","001","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Independent Study","699","072","","2","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Engr Properties of Soils","730","001","","5","3.800","80.0",".","20.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","790","003","","2","",".",".",".",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","790","004","","1","",".",".",".",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","790","032","","1","",".",".",".",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","790","069","","1","",".",".",".",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","790","072","","1","",".",".",".",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Master's Research or Thesis","","Course Total","","6","",".",".",".",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","890","004","","1","",".",".",".",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","890","072","","1","",".",".",".",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Pre-Dissertator's Research","","Course Total","","2","",".",".",".",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Seminar","900","001","","9","3.722","66.7","11.1","22.2",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","990","004","","1","",".",".",".",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","990","072","","1","",".",".",".",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Research and Thesis","","Course Total","","2","",".",".",".",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
