"EDU","","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","14519","3.719","73.1","8.7","5.3","2.2","2.3","1.0","0.7","2.8","0.0","2.0","",".","0.4","0.8","0.0","0.6","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","832","3.624","67.4","13.9","6.6","4.3","3.1","1.6","1.6",".",".",".","",".",".","1.2","0.1",".","0.1"
"Sophomore","","2066","3.670","75.9","9.7","5.6","3.1","2.5","1.4","1.3",".",".",".","",".",".","0.4",".",".","0.1"
"Junior","","3004","3.631","72.7","9.9","7.0","2.7","4.0","1.4","0.9","0.0",".","0.7","",".",".","0.6","0.0","0.1","0.1"
"Senior","","5236","3.697","74.0","9.5","6.6","2.6","2.5","1.2","0.5","0.2",".","2.5","",".",".","0.3","0.0","0.0","."
"Undergraduates","","11138","3.669","73.5","10.0","6.5","2.8","2.9","1.3","0.8","0.1",".","1.4","",".",".","0.5","0.0","0.0","0.0"
"Special","","266","3.681","43.2","6.0","5.6","1.9","1.1","0.4","1.1","34.6",".",".","",".",".","1.9",".","3.8","0.4"
"Graduate","","3104","3.946","74.2","4.1","1.1","0.1","0.1",".","0.1","9.7","0.0","4.5","",".","1.9","1.7",".","2.4","."
"Prof Yr 2","","5","***","","","","","","","","","",".","",".",".","20.0",".",".","."
"Prof Yr 3","","4","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","8","3.615","50.0",".","12.5",".",".",".",".","12.5",".","25.0","",".",".",".",".",".","."
"Professionals","","17","3.844","64.7",".","5.9",".",".",".",".","11.8",".","11.8","",".",".","5.9",".",".","."
"","College Total","14525","3.719","73.1","8.7","5.3","2.2","2.3","1.0","0.7","2.8","0.0","2.0","",".","0.4","0.8","0.0","0.6","0.0"
