"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"","990
086","2","",".",".",".",".",".",".",".","100.0",".",".","",".",".",".",".",".","."
"","990
087","1","",".",".",".",".",".",".",".","100.0",".",".","",".",".",".",".",".","."
"Dissertator Research&Thesis","Course Total","44","",".",".",".",".",".",".",".","77.3",".",".","",".","22.7",".",".",".","."
"M E
612","Dept. Total","3072","3.417","42.0","22.3","16.1","6.5","4.7","1.9","0.3","4.3","0.0","0.2","",".","1.6","0.1","0.1","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","79","3.208","29.1","22.8","26.6","7.6","10.1","3.8",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","310","3.343","31.9","31.9","21.3","9.7","3.5","0.6","1.0",".",".",".","",".",".",".",".",".","."
"Junior","","658","3.356","40.7","25.8","18.2","7.3","6.1","1.4","0.5",".",".",".","",".",".",".",".",".","."
"Senior","","1520","3.413","46.1","22.3","16.4","7.0","5.3","2.5","0.1","0.1","0.1",".","",".",".","0.1",".",".","."
"Undergraduates","","2567","3.385","42.5","24.4","17.8","7.4","5.5","2.0","0.3","0.0","0.0",".","",".",".","0.1",".",".","."
"Special","","30","3.078","33.3","20.0","16.7","16.7","6.7","6.7",".",".",".",".","",".",".",".",".",".","."
"Graduate","","553","3.722","34.2","9.8","6.0","0.7","0.4","0.5",".","37.4",".","0.9","",".","9.0","0.4","0.4","0.2","0.2"
"","Dept. Total","3150","3.417","41.0","21.8","15.7","6.3","4.6","1.8","0.3","6.6","0.0","0.2","",".","1.6","0.1","0.1","0.0","0.0"
