"1224
TERM:","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2021-2022","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","",""
"COLLABORATIVE NURSING PRG Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"691
CNP","","","","","","","","","","","","","","","",""
"CNP
691","100
Dept. Total","3.641","54.0","26.0","12.0","7.0",".",".",".",".",".",".",".",".","1.0",".  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"691
CNP","","","","","","","","","","","","","","","",""
"Junior","19","3.333","31.6","21.1","21.1","21.1",".",".",".",".",".",".",".",".","5.3",".  
.  
."
