"Spring 2021-2022","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","","Grades","","GPA","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","","",""
"","102","001","","16","3.594","62.5","12.5","12.5","6.3","6.3",".",".",".","",".",".","",".","",".",".",".",".","."
"","102","002","","6","3.583","33.3","50.0","16.7",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Second Semester Norwegian","","Course Total","","22","3.591","54.5","22.7","13.6","4.5","4.5",".",".",".","",".",".","",".","",".",".",".",".","."
"Second Semester Swedish","112","001","","9","3.778","66.7","22.2","11.1",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Second Semester Danish","122","001","","5","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Second Semester Finnish","132","001","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Second Year Norwegian","202","001","","10","3.300","60.0","10.0",".","10.0","10.0","10.0",".",".","",".",".","",".","",".",".",".",".","."
"Second Year Swedish","212","001","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Second Year Danish","222","002","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"The Nordic Storyteller","345","001","","4","3.833","50.0","25.0",".",".",".",".",".","25.0","",".",".","",".","",".",".",".",".","."
"Scand Lit-the 20th Century","374","001","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Contemporary Scand Langs","401","001","","8","3.429","75.0",".",".",".",".",".","12.5",".","",".",".","",".","",".",".",".",".","12.5"
"","404","002","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","404","003","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Languages of Northern Europe","","Course Total","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Areas in Scandinavian Lit","411","001","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"History of Scand Languages II","415","001","","1","",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","100.0"
"The Drama of Henrik Ibsen","422","001","","8","3.875","87.5",".","12.5",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"History-Scand Since 1815","432","001","","14","3.808","64.3","21.4","7.1",".",".",".",".","7.1","",".",".","",".","",".",".",".",".","."
"Sagas of Icelanders in Trans","435","001","","7","3.667","42.9","28.6","14.3",".",".",".",".","14.3","",".",".","",".","",".",".",".",".","."
"Scandinavian American Folklore","440","001","","2","4.000","50.0",".",".",".",".",".",".",".","",".",".","",".","",".","50.0",".",".","."
"Kalevala&Finnish Folk-Lore","444","001","","4","3.375","50.0","25.0",".",".","25.0",".",".",".","",".",".","",".","",".",".",".",".","."
"Writing-HC Andersen for Majors","475","001","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Topics in Scand Linguistics","510","001","","1","",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","100.0"
"Survey-Scand Lit: 1800-1890","635","001","","5","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","699","001","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","699","007","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Directed Study","","Course Total","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","799","001","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","799","006","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","799","007","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Independent Study","","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Seminar in Special Topics","901","001","","5","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","990","005","","2","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".",".",".",".","."
"","990","006","","2","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".",".",".",".","."
"","990","007","","2","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".",".",".",".","."
"Research and Thesis","","Course Total","","6","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".",".",".",".","."
