"OCCUPATIONAL THER (DEPT-KI Section","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"695
OCC THER","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Orientation to Occ Ther","100
001","","24","3.875","87.5",".","","12.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Level II Fieldwork B","664
001","","1","",".",".","",".",".","",".","",".","",".","",".","",".","100.0","",".","",".","",".",".",".","."
"Professnl/Leadership Skills 2","711
001","","31","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Enable Occ 2: Adult Focus","723
001","","31","3.806","67.7","29.0","",".","3.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Level 1 Fieldwork A","726
001","","31","3.839","77.4","19.4","",".",".","","3.2","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Living Well 2","732
001","","31","3.984","96.8","3.2","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","770
001","","8","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","770
002","","3","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","770
003","","4","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","770
004","","5","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","770
005","","5","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","770
006","","6","3.917","83.3","16.7","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"EBP Lab Practicum","Course Total","","31","3.984","96.8","3.2","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Evidence Based Practice 2","772
001","","31","3.774","64.5","25.8","","9.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Info to Optimize Practice","872
001","","7","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Introduction to Capstone","880
001","","6","3.833","66.7","33.3","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Inter-Prof Devel Leadership","890
001","","2","",".",".","",".",".","",".","",".","",".","",".","",".","100.0","",".","",".","",".",".",".","."
"OCC THER
695","Dept. Total","","226","3.885","83.2","11.9","","2.7","0.4","","0.4","",".","",".","",".","",".","1.3","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"695
OCC THER","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","4","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","","3","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","7","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","10","3.900","90.0",".","","10.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","24","3.875","87.5",".","","12.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","202","3.885","82.7","13.4","","1.5","0.5","","0.5","",".","",".","",".","",".","1.5","",".","",".","",".",".",".","."
"","Dept. Total","","226","3.885","83.2","11.9","","2.7","0.4","","0.4","",".","",".","",".","",".","1.3","",".","",".","",".",".",".","."
