"Spring 2021-2022","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NUCLEAR ENGINEERING","Section","# 
Ave","A","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades
GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","1
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Intro-Nuclear Engineering","231
001","12
3.500","50.0","","33.3","","8.3",".","",".","","8.3","",".",".","",".",".","",".",".","",".",".",".","."
"Nuclear Reactor Theory","405
001","19
2.611","21.1","","5.3","","42.1","5.3","",".","","5.3","","15.8","5.3","",".",".","",".",".","",".",".",".","."
"Ionizing Radiation","408
001","30
3.100","30.0","","3.3","","46.7","10.0","","6.7","",".","","3.3",".","",".",".","",".",".","",".",".",".","."
"Nuclear Reactor Design","412
001","14
3.714","42.9","","57.1","",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Nuclear Materials Laboratory","424
001","9
3.813","55.6","","33.3","",".",".","",".","",".","",".",".","",".",".","",".",".","11.1","",".",".","."
"Nuclear Instrumentation Lab","427
001","7
2.786","57.1","","14.3","",".",".","",".","",".","","28.6",".","",".",".","",".",".","",".",".",".","."
"","428
001","8
3.500","25.0","","37.5","","25.0",".","",".","",".","",".",".","",".",".","",".",".","12.5","",".",".","."
"","428
002","9
3.188","44.4","","11.1","","22.2",".","",".","",".","","11.1",".","",".",".","",".",".","11.1","",".",".","."
"Nuclear Reactor Laboratory","Course Total","17
3.333","35.3","","23.5","23.5","",".","",".","",".","","5.9",".","",".",".","",".",".","11.8","",".",".","."
"Monte Carlo Radiatn Transport","506
001","7
3.667","42.9","","28.6","","14.3",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","14.3"
"2-Phase Flow & Heat Transfr","520
001","4
3.875","75.0","","25.0","",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Introduction to Plasmas","525
001","3
3.833","66.7","","33.3","",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Lab Course in Plasmas","526
001","11
3.727","63.6","","18.2","","18.2",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Plasma Confinement&Heating","527
001","11
3.091","36.4","","9.1","","27.3","9.1","","9.1","","9.1","",".",".","",".",".","",".",".","",".",".",".","."
"Econ&Envr Aspect-Nuc Energy","571
001","19
3.278","31.6","","15.8","","31.6","5.3","","10.5","",".","",".",".","",".",".","",".",".","","5.3",".",".","."
"","699
013","1
3.500",".","100.0","","",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"","699
030","2
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"","699
048","4
3.750","50.0","","25.0","","25.0",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"","699
050","4
3.938","75.0","","25.0","",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Advanced Independent Study","Course Total","11
3.820","63.6","","27.3","","9.1",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Waves&Instabilities-Plasmas","724
001","3
3.667","33.3","","66.7","",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"","790
013","2",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","790
025","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","790
038","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","790
050","3",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Master's Research & Thesis","Course Total","7",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","890
009","1",".","",".","",".",".","",".","",".","",".",".","",".",".","",".","100.0","",".",".",".","."
"","890
010","6",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","890
013","5",".","",".","",".",".","",".","",".","",".","80.0","",".",".","",".","20.0","",".",".",".","."
"","890
015","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","890
016","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","890
018","1",".","",".","",".",".","",".","",".","",".",".","",".",".","",".","100.0","",".",".",".","."
"","890
019","5",".","",".","",".",".","",".","",".","",".","20.0","",".",".","",".","80.0","",".",".",".","."
"","890
024","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","890
039","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","890
050","4",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","890
051","7",".","",".","",".",".","",".","",".","",".",".","",".",".","",".","100.0","",".",".",".","."
"Pre-Dissertator's Research","Course Total","33",".","",".","",".",".","",".","",".","",".","57.6","",".",".","",".","42.4","",".",".",".","."
"Seminar in Plasma Physics","922
001","7",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","990
013","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
