"","661
002","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Advanced Production Practicum","Course Total","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Directed Study","699
001","2","",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","100.0","."
"THEATRE
942","Dept. Total","707","3.762","78.5","10.3","4.5","1.4","2.1","0.8","1.1","0.3","",".",".","",".","",".","0.4",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","61","3.651","73.8","11.5","4.9","4.9","3.3",".","1.6",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","132","3.803","84.1","9.1","2.3","0.8","0.8","1.5","0.8",".","",".",".","",".","",".","0.8",".",".","."
"Junior","","189","3.730","76.2","12.7","4.2","1.1","2.6","1.1","1.6",".","",".",".","",".","",".",".",".","0.5","."
"Senior","","298","3.768","77.5","10.1","6.0","1.3","2.3","0.7","1.0",".","",".",".","",".","",".","0.7",".","0.3","."
"Undergraduates","","680","3.754","78.1","10.7","4.7","1.5","2.2","0.9","1.2",".","",".",".","",".","",".","0.4",".","0.3","."
"Special","","19","4.000","84.2",".",".",".",".",".",".","10.5","",".",".","",".","",".",".",".","5.3","."
"Graduate","","8","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","707","3.762","78.5","10.3","4.5","1.4","2.1","0.8","1.1","0.3","",".",".","",".","",".","0.4",".","0.4","."
