"","990
035","3","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"","990
036","2","",".",".",".",".",".",".",".",".","",".",".","",".","100.0",".",".",".","."
"","990
040","2","",".",".",".",".",".",".",".",".","",".",".","",".","100.0",".",".",".","."
"Individual Research","Course Total","11","",".",".",".",".",".",".",".","45.5","",".",".","",".","45.5","9.1",".",".","."
"FRENCH
400","Dept. Total","688","3.598","56.0","24.4","7.6","3.5","3.3","0.1","1.0","2.2","",".",".","",".","0.7","0.9",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","89","3.371","42.7","31.5","9.0","5.6","9.0",".","2.2",".","",".",".","",".",".",".",".",".","."
"Sophomore","","212","3.615","54.2","28.8","8.0","4.7","2.8",".","0.5",".","",".",".","",".",".","0.9",".",".","."
"Junior","","135","3.546","55.6","23.7","10.4","3.7","3.0",".","2.2",".","",".",".","",".",".","0.7",".",".","0.7"
"Senior","","174","3.662","63.8","22.4","6.9","1.7","2.9","0.6","0.6","0.6","",".",".","",".",".","0.6",".",".","."
"Undergraduates","","610","3.575","55.6","26.2","8.4","3.8","3.8","0.2","1.1","0.2","",".",".","",".",".","0.7",".",".","0.2"
"Special","","15","3.813","53.3",".",".","6.7",".",".",".","33.3","",".",".","",".",".",".",".","6.7","."
"Graduate","","59","3.895","57.6","13.6","1.7",".",".",".",".","15.3","",".",".","",".","8.5","3.4",".",".","."
"Prof Yr 3","","4","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","4","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","688","3.598","56.0","24.4","7.6","3.5","3.3","0.1","1.0","2.2","",".",".","",".","0.7","0.9",".","0.1","0.1"
