"Spring 2021-2022","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","","","","",""
"DAIRY SCIENCE","Section","# 
Ave","A","AB","","B","","BC","C","","D","","F","","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades
GPA","","","","","","","","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"","900
001","22
4.000","100.0","",".","",".",".","",".","",".","",".",".",".",".","",".",".","",".",".",".","."
"","900
007","13
4.000","100.0","",".","",".",".","",".","",".","",".",".",".",".","",".",".","",".",".",".","."
"Seminar","Course Total","35
4.000","100.0","",".","",".",".","",".","",".","",".",".",".",".","",".",".","",".",".",".","."
"Seminar in Animal Nutrition","931
001","1
4.000","100.0","",".","",".",".","",".","",".","",".",".",".",".","",".",".","",".",".",".","."
"","990
002","4",".","",".","",".",".","",".","",".","",".","100.0",".",".","",".",".","",".",".",".","."
"","990
003","3",".","",".","",".",".","",".","",".","",".","100.0",".",".","",".",".","",".",".",".","."
"","990
005","5",".","",".","",".",".","",".","",".","",".","80.0","20.0",".","",".",".","",".",".",".","."
"","990
007","6",".","",".","",".",".","",".","",".","",".","100.0",".",".","",".",".","",".",".",".","."
"","990
008","1",".","",".","",".",".","",".","",".","",".",".",".",".","",".","100.0","",".",".",".","."
"","990
010","1",".","",".","",".",".","",".","",".","",".",".",".",".","",".","100.0","",".",".",".","."
"","990
011","1",".","",".","",".",".","",".","",".","",".","100.0",".",".","",".",".","",".",".",".","."
"","990
012","2",".","",".","",".",".","",".","",".","",".","100.0",".",".","",".",".","",".",".",".","."
"","990
014","2",".","",".","",".",".","",".","",".","",".",".",".",".","",".","100.0","",".",".",".","."
"","990
017","1",".","",".","",".",".","",".","",".","",".","100.0",".",".","",".",".","",".",".",".","."
"","990
018","2",".","",".","",".",".","",".","",".","",".",".",".",".","",".","100.0","",".",".",".","."
"","990
020","2",".","",".","",".",".","",".","",".","",".","100.0",".",".","",".",".","",".",".",".","."
"","990
032","2",".","",".","",".",".","",".","",".","",".","100.0",".",".","",".",".","",".",".",".","."
"","990
045","3",".","",".","",".",".","",".","",".","",".","100.0",".",".","",".",".","",".",".",".","."
"Research","Course Total","35",".","",".","",".",".","",".","",".","",".","80.0","2.9",".","",".","17.1","",".",".",".","."
