"Spring 2021-2022","","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Elem/Intmed Voice","Course Total","","14","3.885","78.6","7.1","7.1",".","",".","",".","",".","",".","",".",".","",".","",".","7.1",".",".","."
"","207
010","","5","3.700","80.0",".",".","20.0","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","207
110","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Elem/Intmed Flute","Course Total","","6","3.786","83.3",".",".","16.7","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Elem/Intmed Clarinet","211
019","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Element/Intermed Saxophone","213
049","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Elem/Intmed Horn","217
020","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Elem/Intmed Trumpet","219
063","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Elem/Intmed Trombone","221
089","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Elem/Intmed Tuba","225
135","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","227
033","","2","3.250",".","50.0","50.0",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","227
037","","2","3.750","50.0","50.0",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Elem/Intmed Percussion","Course Total","","4","3.500","25.0","50.0","25.0",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Woodwind Fundamentals","23
002","","9","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","231
025","","4","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","231
083","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","231
084","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","231
125","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Elem/Intermediate Violin","Course Total","","8","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","233
073","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","233
173","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Elem/Intermediate Viola","Course Total","","4","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Elem/Intmed Cello","235
026","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Elem/Intmed String Bass","237
066","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","241
064","","2","3.500","50.0",".","50.0",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","241
097","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Elem/Intmed Jazz Studio","Course Total","","4","3.750","75.0",".","25.0",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Second Year Composition","248
050","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Fundamentals-Percussion","27
001","","6","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Piano Accompanying Lab","342
001","","11","3.864","90.9",".",".","9.1","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Third Year Composition","348
046","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","401
024","","4","3.750","75.0",".","25.0",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","401
029","","2","3.500","50.0",".","50.0",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","401
047","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Advanced Piano","Course Total","","9","3.778","77.8",".","22.2",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
