"Spring 2021-2022","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC","Section","# 
Ave","A","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades
GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","799
089","1
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Independent Work","Course Total","18
3.926","83.3","","16.7","",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Seminar in Musicology","911
001","11
4.000","81.8","",".","",".",".","",".","",".","",".",".","",".",".","",".","",".","18.2",".",".","."
"Curr Iss-Musical Thought 1","921
001","10
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Seminar in Composition","927
001","6
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"","990
029","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","990
063","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"Masters Thesis","Course Total","2",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","999
010","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","999
011","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","999
014","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","999
020","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","999
024","2",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","999
026","3",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","999
029","4",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","999
032","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","999
038","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","999
040","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","999
042","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","999
045","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","999
046","4",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","999
061","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","999
062","1",".","",".","",".",".","",".","",".","",".",".","",".",".","",".","",".","100.0",".",".","."
"","999
063","1",".","",".","",".",".","",".","",".","",".",".","",".",".","",".","",".","100.0",".",".","."
"","999
083","2",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","999
084","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","999
089","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","999
096","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","999
200","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"PhD Diss/DMA Project","Course Total","31",".","",".","",".",".","",".","",".","",".","93.5","",".",".","",".","",".","6.5",".",".","."
