"EGR","","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","14461","3.457","46.4","20.0","14.8","5.7","3.9","1.3","0.5","5.0","0.0","0.5","",".","1.3","0.3","0.1","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","281","3.181","44.5","17.1","13.9","7.5","10.0","2.5","2.8",".",".",".","",".",".","0.4","1.1","0.4","."
"Sophomore","","1305","3.346","46.7","22.4","15.8","7.7","3.4","2.5","1.1",".",".","0.1","",".",".","0.1","0.2","0.2","."
"Junior","","2801","3.348","45.1","21.5","18.0","7.8","5.4","1.5","0.5",".",".",".","",".",".","0.1",".","0.0","."
"Senior","","7090","3.447","48.3","21.9","16.4","6.1","4.5","1.3","0.5","0.0","0.0","0.5","",".",".","0.4",".","0.0","."
"Undergraduates","","11477","3.407","47.2","21.7","16.7","6.8","4.7","1.5","0.6","0.0","0.0","0.3","",".",".","0.3","0.0","0.0","."
"Special","","202","3.380","45.0","16.8","16.3","7.4","4.0","2.5","1.0","3.0",".","1.0","",".",".","2.0","1.0",".","."
"Graduate","","3102","3.746","44.7","11.9","6.2","1.0","0.3","0.2","0.1","25.8","0.1","2.6","",".","6.2","0.3","0.2","0.1","0.2"
"Prof Yr 2","","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","10","4.000","10.0",".",".",".",".",".",".","80.0",".",".","",".","10.0",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","13","4.000","23.1",".",".",".",".",".",".","69.2",".",".","",".","7.7",".",".",".","."
"","College Total","14794","3.457","46.7","19.6","14.4","5.5","3.8","1.3","0.5","5.5","0.0","0.8","",".","1.3","0.3","0.1","0.1","0.0"
