"BIOCHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","","",""
"","990
078","4","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"","990
080","6","",".",".",".",".",".",".",".",".","",".",".","",".","100.0",".",".",".","."
"","990
081","10","",".",".",".",".",".",".",".","10.0","",".",".","",".","90.0",".",".",".","."
"","990
082","5","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"","990
083","4","",".",".",".",".",".",".",".",".","",".",".","",".","100.0",".",".",".","."
"","990
084","3","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"","990
085","5","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"","990
086","2","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"","990
087","5","",".",".",".",".",".",".",".",".","",".",".","",".","100.0",".",".",".","."
"","990
088","5","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"","990
089","3","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"","990
090","2","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"","990
091","3","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"","990
092","4","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"","990
093","1","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"Research","Course Total","102","",".",".",".",".",".",".",".","57.8","",".",".","",".","42.2",".",".",".","."
"BIOCHEM
200","Dept. Total","1468","3.449","51.6","11.3","14.6","6.0","6.2","1.2","0.3","4.9","",".",".","",".","2.9","0.1","0.7","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Sophomore","","52","3.215","69.2","9.6","1.9","5.8","3.8","7.7","1.9",".","",".",".","",".",".",".",".",".","."
"Junior","","298","3.284","46.3","13.4","14.8","10.4","11.7","1.7","1.0",".","",".",".","",".",".","0.3","0.3",".","."
"Senior","","772","3.481","53.4","14.0","18.0","6.6","6.6","1.0","0.1","0.1","",".",".","",".",".",".",".","0.1","."
"Undergraduates","","1123","3.421","52.3","13.6","16.4","7.6","7.8","1.5","0.4","0.1","",".",".","",".",".","0.1","0.1","0.1","."
"Special","","43","3.446","39.5","11.6","14.0","4.7","7.0",".",".","2.3","",".",".","",".",".",".","20.9",".","."
"Graduate","","298","3.709","51.3","2.7","8.1","0.3",".","0.3",".","23.2","",".",".","",".","13.8",".",".","0.3","."
"Prof Yr 3","","3","***","","","","","","","","","","",".","",".","66.7",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","4","***","","","","","","","","","","",".","",".","50.0",".",".",".","."
"","Dept. Total","1468","3.449","51.6","11.3","14.6","6.0","6.2","1.2","0.3","4.9","",".",".","",".","2.9","0.1","0.7","0.1","."
