"CIVIL AND ENVIRONMENTAL EN Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","","",""
"Course Total
Thesis","24","",".",".",".",".",".",".","",".","62.5","",".",".","",".","37.5",".",".",".","."
"999
025","2","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"999
033","1","",".",".",".",".",".",".","",".",".","",".",".","",".",".",".",".","100.0","."
"999
058","1","",".",".",".",".",".",".","",".","100.0","",".",".","",".",".",".",".",".","."
"999
061","6","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"999
062","2","3.400","50.0",".","50.0",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"999
069","7","4.000","42.9",".",".",".",".",".","",".",".","",".",".","",".","57.1",".",".",".","."
"Course Total
Advanced Independent Study","19","3.891","63.2",".","5.3",".",".",".","",".","5.3","",".",".","",".","21.1",".",".","5.3","."
"CIV ENGR
Dept. Total
240","1203","3.475","44.8","19.1","19.0","5.2","3.3","0.5","",".","4.7","",".",".","",".","2.7","0.2",".","0.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","5","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Sophomore","13","3.188","7.7","30.8","38.5","7.7",".",".","",".",".","",".",".","",".",".",".",".","15.4","."
"Junior","122","3.183","24.6","17.2","38.5","13.1","4.9","0.8","",".",".","",".",".","",".",".",".",".","0.8","."
"Senior","678","3.456","43.4","23.5","22.4","5.6","4.4","0.3","",".","0.3","",".",".","",".",".","0.1",".",".","."
"Undergraduates","818","3.412","39.9","22.9","24.9","6.8","4.4","0.4","",".","0.2","",".",".","",".",".","0.1",".","0.4","."
"Special","30","3.292","50.0","10.0","20.0",".","6.7","6.7","",".","3.3","",".",".","",".",".","3.3",".",".","."
"Graduate","354","3.752","55.6","11.3","5.4","1.7","0.6","0.3","",".","15.3","",".",".","",".","9.3","0.3",".","0.3","."
"Prof Yr 2","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","1203","3.475","44.8","19.1","19.0","5.2","3.3","0.5","",".","4.7","",".",".","",".","2.7","0.2",".","0.3","."
