"ALS","","","","","","","","","","","","","","","","","","","","","",""
"FOOD SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","","",""
"FOOD SCI
390","Dept. Total","310","3.248","39.0","10.6","13.2","5.5","6.8","1.0","0.3","16.5","",".","6.1","",".","1.0","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","***","","","","","","","","","","","100.0","",".",".","",".",".",".","."
"Sophomore","","14","2.875",".","7.1","14.3",".","7.1",".",".",".","",".","71.4","",".",".","",".",".",".","."
"Junior","","36","2.994","27.8","11.1","16.7","11.1","13.9","2.8",".",".","",".","16.7","",".",".","",".",".",".","."
"Senior","","173","3.291","56.1","13.9","13.9","5.8","8.1","1.2","0.6",".","",".","0.6","",".",".","",".",".",".","."
"Undergraduates","","225","3.231","47.6","12.9","14.2","6.2","8.9","1.3","0.4",".","",".","8.4","",".",".","",".",".",".","."
"Special","","4","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","81","3.468","17.3","4.9","7.4","3.7",".",".",".","63.0","",".",".","",".","3.7","",".",".",".","."
"","Dept. Total","310","3.248","39.0","10.6","13.2","5.5","6.8","1.0","0.3","16.5","",".","6.1","",".","1.0","",".",".",".","."
