"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"LANDSCAPE ARCHITECTURE","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","","",""
"LAND ARC
520","Dept. Total","441","3.731","54.6","20.4","6.3","2.0","1.4","0.5","",".","9.8","",".","0.2","",".","",".","4.1","0.5","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","58","3.724","63.8","22.4","8.6",".","1.7","1.7","",".",".","",".",".","",".","",".","1.7",".",".","."
"Sophomore","","76","3.836","73.7","17.1","3.9","2.6",".",".","",".",".","",".",".","",".","",".","1.3",".","1.3","."
"Junior","","80","3.643","53.8","18.8","12.5","2.5","3.8","1.3","",".",".","",".",".","",".","",".","5.0","2.5",".","."
"Senior","","153","3.679","49.7","31.4","6.5","3.3","1.3",".","",".",".","",".","0.7","",".","",".","7.2",".",".","."
"Undergraduates","","367","3.715","57.8","24.3","7.6","2.5","1.6","0.5","",".",".","",".","0.3","",".","",".","4.6","0.5","0.3","."
"Special","","37","4.000","2.7",".",".",".",".",".","",".","97.3","",".",".","",".","",".",".",".",".","."
"Graduate","","37","3.978","75.7","2.7",".",".",".",".","",".","18.9","",".",".","",".","",".","2.7",".",".","."
"","Dept. Total","441","3.731","54.6","20.4","6.3","2.0","1.4","0.5","",".","9.8","",".","0.2","",".","",".","4.1","0.5","0.2","."
