"EGR","","","","","","","","","","","","","","","","","","",""
"CHEMICAL & BIOLOGICAL ENGR Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","",""
"CBE
Dept. Total
220","1001","3.287","36.7","17.0","18.5","9.2","7.3","1.3","0.2","8.1","0.1",".","",".","1.3","0.4",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","",""
"Freshmen","8","3.500","37.5","37.5","12.5","12.5",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","31","3.245","54.8","6.5","22.6","9.7","6.5",".",".",".",".",".","",".",".",".",".",".","."
"Junior","169","3.065","25.4","16.6","33.1","11.2","10.7","1.8","1.2",".",".",".","",".",".",".",".",".","."
"Senior","652","3.326","42.3","19.9","17.6","10.1","8.0","1.4",".",".",".",".","",".",".","0.6",".",".","."
"Undergraduates","860","3.271","39.4","19.0","20.8","10.3","8.4","1.4","0.2",".",".",".","",".",".","0.5",".",".","."
"Special","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","150","3.657","18.0","4.7","4.0","1.3","0.7",".",".","62.0","0.7",".","",".","8.7",".",".",".","."
"Dept. Total","1013","3.287","36.2","16.8","18.3","9.1","7.2","1.3","0.2","9.2","0.1",".","",".","1.3","0.4",".",".","."
