"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","","",""
"","990
032","2","",".",".",".",".",".",".",".","100.0",".",".","",".","",".",".",".",".","."
"","990
033","3","",".",".",".",".",".",".",".","100.0",".",".","",".","",".",".",".",".","."
"","990
039","3","",".",".",".",".",".",".",".","66.7","33.3",".","",".","",".",".",".",".","."
"","990
040","1","",".",".",".",".",".",".",".","100.0",".",".","",".","",".",".",".",".","."
"","990
041","3","",".",".",".",".",".",".",".","100.0",".",".","",".","",".",".",".",".","."
"","990
042","1","",".",".",".",".",".",".",".","100.0",".",".","",".","",".",".",".",".","."
"","990
043","3","",".",".",".",".",".",".",".","100.0",".",".","",".","",".",".",".",".","."
"","990
046","5","",".",".",".",".",".",".",".","80.0","20.0",".","",".","",".",".",".",".","."
"","990
047","2","",".",".",".",".",".",".",".","100.0",".",".","",".","",".",".",".",".","."
"","990
058","1","",".",".",".",".",".",".",".","100.0",".",".","",".","",".",".",".",".","."
"Research and Thesis","Course Total","43","",".",".",".",".",".",".",".","95.3","4.7",".","",".","",".",".",".",".","."
"COM ARTS
250","Dept. Total","3461","3.428","39.2","26.5","14.4","5.7","2.8","1.4","1.8","3.5","0.1","3.4","",".","",".","0.8","0.2","0.3","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","503","3.332","34.2","30.6","18.5","8.3","4.0","1.0","2.4",".",".",".","",".","",".","0.2","0.8",".","."
"Sophomore","","810","3.451","45.1","27.7","14.9","5.6","2.7","1.7","2.0",".","0.1",".","",".","",".","0.1","0.1",".","."
"Junior","","830","3.375","40.0","28.4","16.5","5.7","3.0","1.9","2.8",".",".","0.2","",".","",".","1.1","0.2",".","0.1"
"Senior","","1093","3.469","37.8","27.0","13.2","5.6","2.6","1.1","0.9","0.2",".","10.5","",".","",".","1.0",".",".","."
"Undergraduates","","3236","3.417","39.6","28.1","15.3","6.0","2.9","1.5","1.9","0.1","0.0","3.6","",".","",".","0.7","0.2",".","0.0"
"Special","","37","3.223","18.9","8.1","8.1","10.8","5.4",".",".","24.3",".",".","",".","",".",".",".","24.3","."
"Graduate","","187","3.942","35.3","2.1",".",".","0.5",".",".","58.3","1.1",".","",".","",".","2.7",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","3461","3.428","39.2","26.5","14.4","5.7","2.8","1.4","1.8","3.5","0.1","3.4","",".","",".","0.8","0.2","0.3","0.0"
