"POPULATION HEALTH SCIENCE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","",""
"990
016","2","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"990
021","2","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"990
064","1","",".",".",".",".",".",".",".",".","",".",".","",".","100.0",".",".",".","."
"990
073","1","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"990
074","1","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"990
075","1","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"990
076","1","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"990
079","1","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"Course Total
Research","22","",".",".",".",".",".",".",".","81.8","",".",".","",".","18.2",".",".",".","."
"POP HLTH
Dept. Total
810","690","3.532","40.0","25.9","17.8","2.5","1.4","0.1","0.6","10.3","",".",".","",".","0.6","0.6",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","27","2.923","3.7","18.5","55.6","11.1","3.7",".","3.7",".","",".",".","",".",".","3.7",".",".","."
"Sophomore","103","3.311","14.6","42.7","37.9","1.9","1.9","1.0",".",".","",".",".","",".",".",".",".",".","."
"Junior","165","3.533","35.2","38.2","23.0","1.8","0.6",".",".",".","",".",".","",".",".","0.6",".","0.6","."
"Senior","157","3.507","46.5","29.9","13.4","5.1","2.5",".","1.9",".","",".",".","",".",".","0.6",".",".","."
"Undergraduates","452","3.437","32.5","35.2","25.0","3.5","1.8","0.2","0.9",".","",".",".","",".",".","0.7",".","0.2","."
"Special","5","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","151","3.824","66.2","10.6","6.6","0.7","0.7",".",".","11.9","",".",".","",".","2.6","0.7",".",".","."
"Prof Yr 1","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 2","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","13","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"Prof Yr 4","66","3.915","34.8","4.5",".",".","1.5",".",".","59.1","",".",".","",".",".",".",".",".","."
"Professionals","82","3.914","30.5","4.9",".",".","1.2",".",".","63.4","",".",".","",".",".",".",".",".","."
"Dept. Total","690","3.532","40.0","25.9","17.8","2.5","1.4","0.1","0.6","10.3","",".",".","",".","0.6","0.6",".","0.1","."
