"L&S","","","","","","","","","","","","","","","","","","","","","",""
"SLAVIC (SLAVIC LANGUAGES)","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","","","",""
"SLAVIC
888","Dept. Total","277","3.679","63.9","15.2","9.0","2.9","1.8","",".","1.1","1.8","",".",".","",".","1.1","2.5",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.407","40.7","22.2","22.2","11.1","3.7","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","84","3.740","71.4","11.9","11.9","3.6","1.2","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","43","3.513","55.8","20.9","14.0","2.3","2.3","",".","4.7",".","",".",".","",".",".",".",".",".","."
"Senior","","67","3.725","67.2","20.9","3.0","1.5","1.5","",".","1.5","1.5","",".",".","",".",".","3.0",".",".","."
"Undergraduates","","221","3.647","63.3","17.6","10.9","3.6","1.8","",".","1.4","0.5","",".",".","",".",".","0.9",".",".","."
"Special","","6","3.500","50.0",".",".",".","16.7","",".",".","33.3","",".",".","",".",".",".",".",".","."
"Graduate","","49","3.915","67.3","6.1","2.0",".",".","",".",".","4.1","",".",".","",".","6.1","10.2",".","4.1","."
"Prof Yr 3","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","277","3.679","63.9","15.2","9.0","2.9","1.8","",".","1.1","1.8","",".",".","",".","1.1","2.5",".","0.7","."
