"IES","","","","","","","","","","","","","","","","","","","","",""
"IES","College Total","1885","3.601","61.9","15.4","11.5","2.5","3.1","0.9","0.6","2.1","",".",".","",".","1.0","0.6","0.3","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"IES","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","111","3.213","39.6","13.5","21.6","7.2","14.4","1.8","0.9",".","",".",".","",".",".","0.9",".",".","."
"Sophomore","","297","3.527","55.9","20.5","13.1","3.7","3.0","2.4","0.7",".","",".",".","",".",".","0.7",".",".","."
"Junior","","385","3.545","57.4","20.5","13.0","2.6","3.9","1.0","1.3",".","",".",".","",".",".","0.3",".",".","."
"Senior","","693","3.633","64.8","14.9","13.4","2.6","2.5","0.6","0.6",".","",".",".","",".",".","0.7",".",".","."
"Undergraduates","","1486","3.557","59.2","17.4","13.9","3.2","3.8","1.1","0.8",".","",".",".","",".",".","0.6",".",".","."
"Special","","23","3.333","21.7","8.7","13.0","4.3","4.3",".",".","17.4","",".",".","",".",".",".","21.7","8.7","."
"Graduate","","371","3.916","74.7","8.4","1.9",".",".",".",".","9.7","",".",".","",".","4.9","0.5",".",".","."
"Prof Yr 3","","4","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","5","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","College Total","1885","3.601","61.9","15.4","11.5","2.5","3.1","0.9","0.6","2.1","",".",".","",".","1.0","0.6","0.3","0.1","."
