"","990
068","2","",".",".",".",".",".",".",".","50.0","50.0",".","",".",".",".",".",".","."
"","990
069","2","",".",".",".",".",".",".",".","100.0",".",".","",".",".",".",".",".","."
"","990
080","1","",".",".",".",".",".",".",".",".",".",".","",".","100.0",".",".",".","."
"Research and Thesis","Course Total","23","",".",".",".",".",".",".",".","69.6","4.3",".","",".","26.1",".",".",".","."
"","999
028","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","999
041","1","",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","100.0","."
"","999
044","3","",".",".",".",".",".",".",".",".",".",".","",".",".","100.0",".",".","."
"","999
066","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","999
069","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","999
079","3","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","999
080","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","999
084","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Reading and Research","Course Total","14","4.000","71.4",".",".",".",".",".",".",".",".",".","",".",".","21.4",".","7.1","."
"ANTHRO
156","Dept. Total","2125","3.611","60.4","16.5","11.2","4.0","3.1","0.8","0.9","1.7","0.0",".","",".","0.3","0.6","0.1","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"156
ANTHRO","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","353","3.429","50.7","17.6","17.3","6.8","3.1","1.7","2.3",".",".",".","",".",".","0.3",".",".","0.3"
"Sophomore","","977","3.703","67.6","16.8","9.6","3.0","2.1","0.4","0.4",".",".",".","",".",".",".",".",".","0.1"
"Junior","","375","3.540","55.5","20.0","11.2","4.8","5.3","1.3","0.5",".",".",".","",".",".","0.8",".",".","0.5"
"Senior","","316","3.564","60.8","14.6","13.0","3.8","4.1","0.6","1.6",".",".",".","",".",".","0.3","0.6","0.6","."
"Undergraduates","","2021","3.603","61.3","17.2","11.8","4.1","3.2","0.8","0.9",".",".",".","",".",".","0.2","0.1","0.1","0.2"
"Special","","25","3.538","8.0","4.0",".","4.0",".",".",".","80.0",".",".","",".",".",".",".","4.0","."
"Graduate","","78","3.945","52.6","3.8","1.3",".",".",".",".","21.8","1.3",".","",".","7.7","9.0",".","1.3","1.3"
"Prof Yr 3","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","2125","3.611","60.4","16.5","11.2","4.0","3.1","0.8","0.9","1.7","0.0",".","",".","0.3","0.6","0.1","0.2","0.2"
