"BUS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INFORMATION SYSTEMS","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","365
001","","9","3.389","33.3","33.3","22.2",".","11.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","365
002","","12","3.625","50.0","33.3","8.3","8.3",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","365
003","","18","3.139","16.7","27.8","27.8","22.2","5.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","365
004","","10","3.400","20.0","40.0","40.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Contemporary Topics","Course Total","","49","3.357","28.6","32.7","24.5","10.2","4.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Tech:Computer-Based Bus Sys","371
001","","43","3.756","72.1","11.6","11.6","4.7",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Anal&Dsgn:Comptr-Based Sys","424
001","","30","3.783","63.3","30.0","6.7",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"INFO SYS
234","Dept. Total","","122","3.602","52.5","24.6","15.6","5.7","1.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","4","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","38","3.566","52.6","21.1","15.8","7.9","2.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","77","3.656","54.5","26.0","16.9","1.3","1.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","119","3.601","52.9","23.5","16.0","5.9","1.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","2","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","122","3.602","52.5","24.6","15.6","5.7","1.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
