"HUMAN DEVEL & FAMILY STUDI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","",""
"990
048","1","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"Course Total
Research and Thesis","24","",".",".",".",".",".",".",".","87.5","",".",".","",".","12.5",".",".",".","."
"999
039","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"999
043","1","",".",".",".",".",".",".",".",".","",".",".","",".","100.0",".",".",".","."
"Course Total
Independent Study","3","4.000","66.7",".",".",".",".",".",".",".","",".",".","",".","33.3",".",".",".","."
"HDFS
Dept. Total
230","1156","3.782","75.2","10.9","5.7","1.9","2.0","0.5","0.5","2.1","",".",".","",".","0.3","0.3","0.1","0.5","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","57","3.573","56.1","22.8","8.8","5.3","3.5",".","1.8",".","",".",".","",".",".","1.8",".",".","."
"Sophomore","206","3.732","70.9","12.6","10.2","2.9","1.9","0.5",".",".","",".",".","",".",".","1.0",".",".","."
"Junior","397","3.812","78.8","12.1","4.5","2.3","1.5","0.5","0.3",".","",".",".","",".",".",".",".",".","."
"Senior","427","3.794","82.2","8.0","4.7","0.9","2.6","0.7","0.9",".","",".",".","",".",".",".",".",".","."
"Undergraduates","1087","3.780","77.5","11.1","5.9","2.0","2.1","0.6","0.6",".","",".",".","",".",".","0.3",".",".","."
"Special","11","4.000","9.1",".",".",".",".",".",".","27.3","",".",".","",".",".",".","9.1","54.5","."
"Graduate","56","3.845","42.9","8.9","3.6",".",".",".",".","37.5","",".",".","",".","7.1",".",".",".","."
"Prof Yr 4","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","1156","3.782","75.2","10.9","5.7","1.9","2.0","0.5","0.5","2.1","",".",".","",".","0.3","0.3","0.1","0.5","."
