"VET","","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","4105","3.616","41.4","9.5","8.0","1.6","1.0","0.0","",".","37.4","",".",".","",".","0.2","0.8",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Sophomore","","13","3.691","46.2","53.8",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","24","3.822","70.8","20.8","4.2",".",".",".","",".","4.2","",".",".","",".",".",".",".",".","."
"Senior","","53","3.837","75.5","17.0","5.7",".",".",".","",".",".","",".",".","",".",".","1.9",".",".","."
"Undergraduates","","91","3.813","70.3","23.1","4.4",".",".",".","",".","1.1","",".",".","",".",".","1.1",".",".","."
"Special","","20","4.000","10.0",".",".",".",".",".","",".","90.0","",".",".","",".",".",".",".",".","."
"Graduate","","75","4.000","24.0",".",".",".",".",".","",".","65.3","",".",".","",".","10.7",".",".",".","."
"Prof Yr 1","","873","3.537","32.4","14.8","11.6","2.4","2.3","0.2","",".","34.0","",".",".","",".",".","2.3",".",".","."
"Prof Yr 2","","869","3.563","44.9","13.6","11.9","2.6","0.9",".","",".","24.7","",".",".","",".",".","1.4",".",".","."
"Prof Yr 3","","1285","3.543","41.5","9.6","9.5","1.8","1.1",".","",".","36.6","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","892","4.000","45.7",".",".",".",".",".","",".","54.3","",".",".","",".",".",".",".",".","."
"Professionals","","3919","3.606","41.2","9.4","8.3","1.7","1.1","0.1","",".","37.4","",".",".","",".",".","0.8",".",".","."
"","College Total","4105","3.616","41.4","9.5","8.0","1.6","1.0","0.0","",".","37.4","",".",".","",".","0.2","0.8",".",".","."
