"PEDIATRICS","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","","",""
"","975
004","1","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","975
041","1","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"Developmental Pediatrics","Course Total","3","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","990
001","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"","990
007","1","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","990
013","3","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"","990
203","3","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"","990
212","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Research","Course Total","10","4.000","60.0",".",".",".","",".","",".","",".","40.0","",".",".","",".","",".",".",".",".","."
"PEDIAT
708","Dept. Total","184","3.973","54.9","0.5","0.5",".","",".","",".","",".","42.9","",".",".","",".","",".","0.5",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","***","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Sophomore","","5","***","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Junior","","7","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","23","4.000","95.7",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".","4.3","."
"Undergraduates","","36","4.000","97.2",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".","2.8","."
"Graduate","","4","***","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 1","","57","4.000","84.2",".",".",".","",".","",".","",".","14.0","",".",".","",".","",".","1.8",".",".","."
"Prof Yr 2","","20","3.857","75.0","5.0","5.0",".","",".","",".","",".","15.0","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","26","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","41","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"Professionals","","144","3.950","43.8","0.7","0.7",".","",".","",".","",".","54.2","",".",".","",".","",".","0.7",".",".","."
"","Dept. Total","184","3.973","54.9","0.5","0.5",".","",".","",".","",".","42.9","",".",".","",".","",".","0.5",".","0.5","."
