"EGR","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","",""
"INTEREGR
496","Dept. Total","612","3.661","55.6","27.5","13.2","1.3","1.1","",".","0.5","",".","",".",".","",".","",".","0.7",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","60","3.756","78.3","8.3","3.3","1.7",".","",".","1.7","",".","",".",".","",".","",".",".","5.0","1.7","."
"Sophomore","","191","3.936","92.7","5.8","0.5",".",".","",".",".","",".","",".",".","",".","",".",".","1.0",".","."
"Junior","","116","3.807","92.2","2.6","2.6",".","1.7","",".",".","",".","",".",".","",".","",".","0.9",".",".","."
"Senior","","406","3.542","41.1","36.5","18.2","1.7","1.2","",".","0.5","",".","",".",".","",".","",".","0.7",".",".","."
"Undergraduates","","773","3.647","64.4","21.6","10.3","1.0","0.9","",".","0.4","",".","",".",".","",".","",".","0.5","0.6","0.1","."
"Special","","3","***","","","","","","","","","","","","",".","",".","",".",".","33.3",".","."
"Graduate","","33","3.982","97.0","3.0",".",".",".","",".",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","809","3.661","65.6","20.8","10.0","1.0","0.9","",".","0.4","",".","",".",".","",".","",".","0.5","0.7","0.1","."
