"LAW","","","","","","","","","","","","","","","","","","","","","","",""
"LAW","College Total","3492","1.213","8.4","0.2","16.5","",".","2.5","0.2","0.1","24.9","",".",".","",".","",".","0.2",".","0.1","1.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"LAW","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"Senior","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Undergraduates","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Special","","21","2.273","19.0",".","4.8","",".","19.0",".",".","33.3","",".",".","",".","",".","4.8",".","4.8","."
"Graduate","","14","3.672","28.6","35.7","7.1","",".",".",".",".","28.6","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","1068","1.190","9.3",".","24.3","",".","4.1","0.4","0.1","0.2","",".",".","",".","",".","0.1",".",".","."
"Prof Yr 2","","1145","1.182","7.4",".","14.3","",".","1.7","0.2","0.2","32.6","",".",".","",".","",".","0.3",".",".","1.4"
"Prof Yr 3","","1149","1.174","7.5",".","11.1","",".","1.4","0.1",".","41.2","",".",".","",".","",".","0.1",".",".","1.7"
"Prof Yr 4","","94","1.681","14.9","1.1","23.4","",".","5.3",".","1.1","9.6","",".",".","",".","",".","1.1",".","1.1","."
"Professionals","","3456","1.199","8.2","0.0","16.6","",".","2.5","0.2","0.1","24.8","",".",".","",".","",".","0.2",".","0.0","1.0"
"","College Total","3492","1.213","8.4","0.2","16.5","",".","2.5","0.2","0.1","24.9","",".",".","",".","",".","0.2",".","0.1","1.0"
