"NUR","","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","2620","3.638","46.4","18.7","6.9","2.3","0.8","0.2","0.1","1.8","",".","22.4","0.1","",".","0.2",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","2.929","12.5","25.0",".","37.5","12.5",".",".",".","",".","12.5",".","",".",".",".",".","."
"Sophomore","","34","3.678","52.9","32.4","8.8","5.9",".",".",".",".","",".",".",".","",".",".",".",".","."
"Junior","","248","3.541","44.0","19.8","10.5","4.0","3.2",".","0.4",".","",".","17.7",".","",".","0.4",".",".","."
"Senior","","1950","3.586","41.0","20.0","7.6","2.4","0.6","0.2",".","0.1","",".","27.7","0.1","",".","0.1",".",".","."
"Undergraduates","","2240","3.581","41.4","20.2","7.9","2.7","0.9","0.1","0.0","0.1","",".","26.2","0.1","",".","0.1",".",".","."
"Special","","20","3.739","45.0","35.0","5.0",".",".",".",".","10.0","",".",".",".","",".","5.0",".",".","."
"Graduate","","354","3.918","77.4","8.5","0.8",".",".","0.3","0.3","12.4","",".",".",".","",".","0.3",".",".","."
"Prof Yr 4","","6","3.912","83.3","16.7",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"Professionals","","6","3.912","83.3","16.7",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"","College Total","2620","3.638","46.4","18.7","6.9","2.3","0.8","0.2","0.1","1.8","",".","22.4","0.1","",".","0.2",".",".","."
