"","999
029","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","999
032","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","999
034","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Independent Reading & Rsch","Course Total","12","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"L I S
544","Dept. Total","1605","3.863","84.3","7.0","3.6","0.9","0.4","0.2","0.8","0.4","",".","0.7","",".","",".","1.4","0.2","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","52","3.650","78.8","5.8","3.8","1.9","3.8",".","3.8",".","",".",".","",".","",".","1.9",".",".","."
"Sophomore","","239","3.868","87.0","5.9","4.6","1.3","0.4",".","0.8",".","",".",".","",".","",".",".",".",".","."
"Junior","","271","3.860","86.3","7.7","3.3","0.7","0.4",".","1.1","0.4","",".",".","",".","",".",".",".",".","."
"Senior","","382","3.857","84.3","8.1","3.4","1.3","0.5","0.5","0.5","0.5","",".",".","",".","",".","0.8",".",".","."
"Undergraduates","","944","3.850","85.3","7.3","3.7","1.2","0.6","0.2","1.0","0.3","",".",".","",".","",".","0.4",".",".","."
"Special","","24","3.885","66.7",".","8.3",".",".",".",".","8.3","",".",".","",".","",".","4.2","12.5",".","."
"Graduate","","637","3.885","83.5","6.8","3.1","0.6","0.2","0.2","0.6","0.3","",".","1.9","",".","",".","2.7",".","0.2","."
"","Dept. Total","1605","3.863","84.3","7.0","3.6","0.9","0.4","0.2","0.8","0.4","",".","0.7","",".","",".","1.4","0.2","0.1","."
