"AMN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NAVAL SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro Naval Lab II","176
001","","10","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Navigation","202
001","","9","3.278","33.3","33.3",".","22.2","11.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Elementary Naval Lab II","276
001","","17","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Naval Weapons","302
001","","7","3.929","85.7","14.3",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Fundamentals Maneuver Warfare","350
001","","9","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Intermed Naval Lab II","376
001","","6","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Naval Leadership and Ethics","402
001","","11","3.455","54.5",".","36.4",".","9.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Advanced Naval Laboratory II","476
001","","10","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"NAV SCI
672","Dept. Total","","79","3.742","84.8","5.1","5.1","2.5","2.5","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","4","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","","19","3.909","89.5","10.5",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","16","3.766","87.5","6.3",".",".","6.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","40","3.700","82.5","2.5","10.0","2.5","2.5","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","79","3.742","84.8","5.1","5.1","2.5","2.5","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","79","3.742","84.8","5.1","5.1","2.5","2.5","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
