"ALS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGROECOLOGY","Section","#","","Ave","A","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"130
AGROECOL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Multifunctionality-Agriculture","702
001","","15","4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Agroecology Seminar","710
001","","14","",".","",".","",".",".","",".","",".","",".",".","",".","100.0","",".",".","",".",".",".","."
"","990
001","","2","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","990
009","","1","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","990
020","","3","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","990
021","","1","",".","",".","",".",".","",".","",".","",".",".","",".",".","",".","100.0","",".",".",".","."
"","990
022","","1","",".","",".","",".",".","",".","",".","",".",".","",".",".","",".","100.0","",".",".",".","."
"","990
028","","1","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Research","Course Total","","9","",".","",".","",".",".","",".","",".","",".","77.8","",".",".","",".","22.2","",".",".",".","."
"AGROECOL
130","Dept. Total","","38","4.000","39.5","",".","",".",".","",".","",".","",".","18.4","",".","36.8","",".","5.3","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"130
AGROECOL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Graduate","","","38","4.000","39.5","",".","",".",".","",".","",".","",".","18.4","",".","36.8","",".","5.3","",".",".",".","."
"","Dept. Total","","38","4.000","39.5","",".","",".",".","",".","",".","",".","18.4","",".","36.8","",".","5.3","",".",".",".","."
