"BUS","","","","","","","","","","","","","","","","","","",""
"FINANCE, INVESTMENT & BANKI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","",""
"FINANCE
Dept. Total
233","1934","3.335","33.7","23.0","18.9","9.0","6.3","0.8","0.6","0.3","",".","7.0","0.3","0.1","0.1",".","0.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","",""
"Freshmen","12","",".",".",".",".",".",".",".",".","",".","91.7","8.3",".",".",".",".","."
"Sophomore","95","2.889","12.6","7.4","11.6","22.1","12.6",".",".",".","",".","30.5","2.1",".","1.1",".",".","."
"Junior","496","3.209","26.0","21.8","19.6","13.1","7.1","1.0","0.8",".","",".","10.3","0.2",".",".",".","0.2","."
"Senior","1023","3.319","32.7","24.7","22.0","8.0","6.5","1.0","0.7","0.2","",".","4.0","0.1",".",".",".","0.1","."
"Undergraduates","1626","3.267","29.3","22.6","20.5","10.3","6.9","0.9","0.7","0.1","",".","8.1","0.3",".","0.1",".","0.1","."
"Special","64","3.583","48.4","25.0","12.5","3.1","4.7",".",".","1.6","",".","3.1",".",".",".",".","1.6","."
"Graduate","243","3.689","58.8","25.1","9.9","1.6","2.5",".",".","1.2","",".","0.4",".","0.4",".",".",".","."
"Prof Yr 3","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Dept. Total","1934","3.335","33.7","23.0","18.9","9.0","6.3","0.8","0.6","0.3","",".","7.0","0.3","0.1","0.1",".","0.2","."
