"ALS","","","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY
132","Dept. Total","336","3.772","57.4","13.7","4.2","2.4","1.5","",".","",".","6.0","",".","8.0","",".","5.1","",".","0.3","1.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.250","33.3","33.3",".","16.7","16.7","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","26","3.680","65.4","19.2","7.7","3.8","3.8","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","78","3.708","64.1","20.5","7.7","3.8","2.6","",".","",".",".","",".",".","",".",".","",".","1.3",".","."
"Senior","","127","3.832","77.2","15.0","4.7","2.4","0.8","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","237","3.757","70.5","17.7","5.9","3.4","2.1","",".","",".",".","",".",".","",".",".","",".","0.4",".","."
"Special","","1","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","98","3.944","25.5","4.1",".",".",".","",".","",".","20.4","",".","27.6","",".","17.3","",".",".","5.1","."
"","Dept. Total","336","3.772","57.4","13.7","4.2","2.4","1.5","",".","",".","6.0","",".","8.0","",".","5.1","",".","0.3","1.5","."
