"L&S","","","","","","","","","","","","","","","","","","","","","",""
"BIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","","","",""
"Directed Studies","699
005","1","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".",".",".",".",".","."
"BIOLOGY
205","Dept. Total","1550","3.029","29.4","11.2","29.4","8.6","14.2","4.3","2.3","",".","",".",".","",".","0.1","0.3","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","198","2.470","13.6","11.1","19.7","15.7","22.7","11.6","5.1","",".","",".",".","",".",".","0.5",".",".","."
"Sophomore","","631","2.978","28.8","9.2","31.7","8.4","14.3","4.6","2.7","",".","",".",".","",".",".","0.2","0.2",".","."
"Junior","","586","3.150","31.6","12.5","32.6","7.0","12.6","2.2","1.2","",".","",".",".","",".",".","0.3",".",".","."
"Senior","","130","3.358","46.9","15.4","19.2","6.2","7.7","1.5","1.5","",".","",".",".","",".","1.5",".",".",".","."
"Undergraduates","","1545","3.029","29.4","11.2","29.4","8.6","14.2","4.3","2.3","",".","",".",".","",".","0.1","0.3","0.1",".","."
"Special","","5","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1550","3.029","29.4","11.2","29.4","8.6","14.2","4.3","2.3","",".","",".",".","",".","0.1","0.3","0.1",".","."
