"1224
TERM:","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2021-2022","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","",""
"SCAND ST
872","132
Dept. Total","3.723","67.4","12.1","5.3","1.5","2.3","0.8","0.8","6.8",".",".",".",".","0.8",".  
.  
2.3"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","",""
"Freshmen","4","***","","","","","","","","","",".",".",".","",".  
.  
.  
."
