"JEWISH STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to Biblical Lit","227
001","","9","2.944","22.2","22.2","22.2","11.1","11.1","11.1",".",".","",".",".","",".","",".","",".",".",".","."
"Elem Topics in Jewish History","231
001","","18","3.178","5.6","44.4","33.3","11.1","5.6",".",".",".","",".",".","",".","",".","",".",".",".","."
"Bascom Course","236
001","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Intro to Hebrew Literature","302
001","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"The Holocaust","310
001","","7","2.857","14.3","28.6","42.9",".",".",".","14.3",".","",".",".","",".","",".","",".",".",".","."
"The Sabbath","322
001","","8","3.875","75.0","25.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"American Jewish Life of DNA","340
001","","9","3.625","44.4","22.2","22.2",".",".",".",".","11.1","",".",".","",".","",".","",".",".",".","."
"What Is Jewish Studies?","350
001","","7","3.500","42.9","42.9",".",".","14.3",".",".",".","",".",".","",".","",".","",".",".",".","."
"Israeli Politics and Society","665
001","","3","3.833","66.7","33.3",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","699
002","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","699
004","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Directed Study","Course Total","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"JEWISH
510","Dept. Total","","66","3.320","34.8","30.3","21.2","4.5","4.5","1.5","1.5","1.5","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","17","3.132","5.9","41.2","35.3","11.8","5.9",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","9","3.097","11.1","33.3","33.3","11.1","11.1",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","13","3.305","30.8","38.5","15.4",".",".","7.7",".","7.7","",".",".","",".","",".","",".",".",".","."
"Senior","","","24","3.494","58.3","20.8","12.5",".","4.2",".","4.2",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","63","3.297","31.7","31.7","22.2","4.8","4.8","1.6","1.6","1.6","",".",".","",".","",".","",".",".",".","."
"Graduate","","","3","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","66","3.320","34.8","30.3","21.2","4.5","4.5","1.5","1.5","1.5","",".",".","",".","",".","",".",".",".","."
