"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","94341","3.391","49.2","16.7","14.1","5.9","5.7","1.8","1.2","2.9","0.0","1.1","0.0","0.3","0.7","0.1","0.3","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","9961","3.096","36.2","18.7","17.6","9.1","10.0","3.7","2.4",".",".","1.2","0.1",".","0.6","0.2","0.0","0.1"
"Sophomore","","23984","3.347","47.8","17.7","16.4","6.5","6.9","2.0","1.1","0.0","0.0","0.9","0.0",".","0.4","0.1","0.0","0.0"
"Junior","","21604","3.344","46.7","17.9","16.4","7.1","6.8","2.0","1.4","0.1",".","0.7","0.0","0.0","0.6","0.1","0.0","0.1"
"Senior","","26043","3.469","54.0","17.8","13.1","5.6","4.5","1.4","1.2","0.2","0.0","1.2","0.0","0.1","0.7","0.1","0.0","0.0"
"Undergraduates","","81592","3.351","48.1","17.9","15.5","6.7","6.5","2.0","1.4","0.1","0.0","1.0","0.0","0.0","0.6","0.1","0.0","0.1"
"Special","","2231","3.581","30.9","7.4","6.5","1.9","1.8","0.4","0.5","39.8",".","0.7","0.0",".","0.3","1.5","8.3","."
"Graduate","","10536","3.835","61.5","9.3","4.6","0.6","0.3","0.1","0.1","17.3","0.1","1.8","0.0","2.5","1.4","0.0","0.4","0.1"
"Prof Yr 1","","57","3.936","89.5","5.3","3.5",".",".",".",".",".",".",".",".",".","1.8",".",".","."
"Prof Yr 2","","73","3.956","93.2","5.5",".",".",".",".",".",".",".",".",".",".",".","1.4",".","."
"Prof Yr 3","","75","3.972","93.3","1.3","1.3",".",".",".",".","2.7",".",".",".","1.3",".",".",".","."
"Prof Yr 4","","11","3.818","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","216","3.948","90.7","5.6","1.4",".",".",".",".","0.9",".",".",".","0.5","0.5","0.5",".","."
"","College Total","94575","3.391","49.3","16.7","14.0","5.9","5.7","1.8","1.2","2.9","0.0","1.1","0.0","0.3","0.7","0.1","0.3","0.1"
