"Spring 2021-2022","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","","",""
"THEATRE AND DRAMA","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","","","",""
"Drama for Teaching & Learning","362
001","13","3.846","84.6","7.7",".","7.7",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prin&Pract-Stage Costume Dsgn","363
001","7","3.667","42.9","28.6","14.3",".",".",".",".","14.3","",".",".","",".","",".",".",".",".","."
"Script Analysis","367
001","23","3.870","82.6","8.7","8.7",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Fundamentals of Directing","368
001","5","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"History of Theatres&Staging","431
001","14","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Advanced Scene Study","550
001","6","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Backstage Laboratory III","561
003","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Adv Concepts Stage Management","579
001","2","3.500","50.0",".","50.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Specl Topics-Theatre&Drama","619
001","11","3.806","81.8","9.1",".","9.1",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Theories of Acting","631
001","5","3.300","40.0","20.0","20.0",".","20.0",".",".",".","",".",".","",".","",".",".",".",".","."
"","661
001","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","661
002","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Advanced Production Practicum","Course Total","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Directed Study","699
001","2","",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","100.0","."
"THEATRE
942","Dept. Total","707","3.762","78.5","10.3","4.5","1.4","2.1","0.8","1.1","0.3","",".",".","",".","",".","0.4",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","61","3.651","73.8","11.5","4.9","4.9","3.3",".","1.6",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","132","3.803","84.1","9.1","2.3","0.8","0.8","1.5","0.8",".","",".",".","",".","",".","0.8",".",".","."
"Junior","","189","3.730","76.2","12.7","4.2","1.1","2.6","1.1","1.6",".","",".",".","",".","",".",".",".","0.5","."
"Senior","","298","3.768","77.5","10.1","6.0","1.3","2.3","0.7","1.0",".","",".",".","",".","",".","0.7",".","0.3","."
"Undergraduates","","680","3.754","78.1","10.7","4.7","1.5","2.2","0.9","1.2",".","",".",".","",".","",".","0.4",".","0.3","."
"Special","","19","4.000","84.2",".",".",".",".",".",".","10.5","",".",".","",".","",".",".",".","5.3","."
"Graduate","","8","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","707","3.762","78.5","10.3","4.5","1.4","2.1","0.8","1.1","0.3","",".",".","",".","",".","0.4",".","0.4","."
