"Spring 2021-2022","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","","","","","","",""
"DESIGN STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","","","","","",""
"","690
041","","4","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".",".","",".",".",".","."
"","690
043","","3","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".",".","",".",".",".","."
"","690
049","","1","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".",".","",".",".",".","."
"Senior Thesis","Course Total","","20","3.635","80.0",".","10.0",".","5.0","",".","5.0","",".","",".",".","",".",".","",".",".",".","."
"","699
007","","1","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".",".","",".",".",".","."
"","699
012","","1","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".",".","",".",".",".","."
"","699
019","","1","3.500",".","100.0",".",".",".","",".",".","",".","",".",".","",".",".","",".",".",".","."
"","699
032","","2","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".",".","",".",".",".","."
"","699
041","","2","4.000","50.0",".",".",".",".","",".",".","",".","",".",".","",".",".","",".","50.0",".","."
"","699
043","","2","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".",".","",".",".",".","."
"","699
046","","4","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".",".","",".",".",".","."
"","699
052","","1","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".",".","",".",".",".","."
"Independent Study","Course Total","","14","3.963","85.7","7.1",".",".",".","",".",".","",".","",".",".","",".",".","",".","7.1",".","."
"Practical Rsch Design&Inquiry","955
001","","3","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".",".","",".",".",".","."
"","990
007","","2","",".",".",".",".",".","",".",".","100.0","","",".",".","",".",".","",".",".",".","."
"","990
049","","1","",".",".",".",".",".","",".",".","",".","",".",".","",".","100.0","",".",".",".","."
"","990
052","","1","",".",".",".",".",".","",".",".","100.0","","",".",".","",".",".","",".",".",".","."
"Research and Thesis","Course Total","","4","",".",".",".",".",".","",".",".","75.0","","",".",".","",".","25.0","",".",".",".","."
"","999
007","","2","",".",".",".",".",".","",".",".","",".","",".",".","",".","100.0","",".",".",".","."
"","999
008","","1","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".",".","",".",".",".","."
"","999
012","","1","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".",".","",".",".",".","."
"","999
041","","2","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".",".","",".",".",".","."
"","999
043","","2","3.625","50.0","50.0",".",".",".","",".",".","",".","",".",".","",".",".","",".",".",".","."
"","999
047","","3","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".",".","",".",".",".","."
"","999
049","","6","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".",".","",".",".",".","."
"","999
050","","4","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".",".","",".",".",".","."
"","999
052","","1","3.500",".","100.0",".",".",".","",".",".","",".","",".",".","",".",".","",".",".",".","."
"","999
053","","2","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".",".","",".",".",".","."
"Independent Study","Course Total","","24","3.939","83.3","8.3",".",".",".","",".",".","",".","",".",".","",".","8.3","",".",".",".","."
