"BUS","","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","15315","3.377","35.8","23.5","19.5","7.6","4.5","0.8","0.5","0.3","",".","7.0","0.1","0.1","0.1","0.0","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","244","2.900","7.4","6.6","10.2","4.1","6.6","1.2","1.6",".","",".","61.5","0.4",".",".","0.4",".","."
"Sophomore","","1901","3.050","15.0","17.8","21.7","11.6","8.0","1.2","1.1",".","",".","22.9","0.3",".","0.3",".",".","."
"Junior","","4275","3.231","24.7","24.5","23.7","10.6","5.6","1.2","0.7",".","",".","8.7","0.0",".","0.1",".","0.0","."
"Senior","","5598","3.414","38.5","25.6","20.4","7.6","4.3","0.8","0.5","0.1","",".","1.9","0.0",".","0.1","0.0","0.0","."
"Undergraduates","","12018","3.297","29.2","23.6","21.6","9.2","5.4","1.0","0.7","0.0","",".","8.9","0.1",".","0.1","0.0","0.0","."
"Special","","252","3.320","29.4","27.0","21.4","6.0","7.1","1.6",".","1.6","",".","2.8",".",".",".",".","3.2","."
"Graduate","","2995","3.734","62.4","22.8","11.0","1.2","0.6","0.0","0.0","1.1","",".","0.2",".","0.5","0.1",".","0.1","."
"Prof Yr 2","","12","3.875","75.0","25.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","37","3.691","54.1","35.1","10.8",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","50","3.742","60.0","32.0","8.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","15315","3.377","35.8","23.5","19.5","7.6","4.5","0.8","0.5","0.3","",".","7.0","0.1","0.1","0.1","0.0","0.1","."
