"BUS","","","","","","","","","","","","","","","","","","","","",""
"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","",""
"GEN BUS
231","Dept. Total","3859","3.286","27.6","19.1","16.8","8.2","4.0","1.0","0.6","0.1","",".","22.1","0.1","",".","0.2","0.1","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","149","1.778","2.0",".","0.7",".",".","0.7","2.7",".","",".","93.3",".","",".",".","0.7",".","."
"Sophomore","","728","3.030","8.8","8.7","16.2","6.2","4.9","0.7","0.3",".","",".","53.0","0.5","",".","0.4",".",".","."
"Junior","","1249","3.185","17.9","22.8","19.6","11.5","5.0","1.0","0.4",".","",".","21.4","0.1","",".","0.2",".",".","."
"Senior","","1156","3.298","31.7","24.6","20.8","10.6","4.5","1.6","0.9","0.1","",".","5.0",".","",".","0.1","0.1",".","."
"Undergraduates","","3282","3.214","20.0","19.3","18.4","9.5","4.6","1.2","0.6","0.0","",".","25.9","0.2","",".","0.2","0.1",".","."
"Special","","14","3.154","7.1","28.6","50.0",".","7.1",".",".",".","",".",".",".","",".",".",".","7.1","."
"Graduate","","555","3.785","72.4","17.7","6.7","1.1","0.9",".","0.2","0.4","",".","0.7",".","",".",".",".",".","."
"Prof Yr 2","","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Prof Yr 3","","6","3.833","66.7","33.3",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"Professionals","","8","3.813","62.5","37.5",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"","Dept. Total","3859","3.286","27.6","19.1","16.8","8.2","4.0","1.0","0.6","0.1","",".","22.1","0.1","",".","0.2","0.1","0.0","."
