"Spring 2021-2022","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"GEOGRAPHY","Section","#","","Ave","A","AB","B","BC","C","","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"416
GEOG","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dev and Env in Southeast Asia","557
001","","15","3.643","46.7","33.3","6.7","6.7","",".","",".",".",".","",".",".","",".","",".","6.7",".",".","."
"Graphic Design-Cartography","572
070","","10","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Advanced Geocomputing","573
001","","14","3.679","64.3","21.4","7.1",".","","7.1","",".",".",".","",".",".","",".","",".",".",".",".","."
"Spatial Database","574
070","","13","3.692","92.3",".",".",".","",".","",".","7.7",".","",".",".","",".","",".",".",".",".","."
"","575
001","","24","3.738","50.0","29.2","8.3",".","",".","",".",".","4.2","",".",".","",".","",".","8.3",".",".","."
"","575
070","","11","3.556","72.7",".",".",".","",".","",".","9.1",".","",".",".","",".","",".","9.1",".",".","9.1"
"Interactive Cart & Geovis","Course Total","","35","3.683","57.1","20.0","5.7",".","",".","",".","2.9","2.9","",".",".","",".","",".","8.6",".",".","2.9"
"Spatial Web/Mobile Programming","576
070","","7","3.571","85.7",".",".",".","",".","","14.3",".",".","",".",".","",".","",".",".",".",".","."
"GIS Applications","578
001","","16","3.750","75.0",".","25.0",".","",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"GIS and Spatial Analysis","579
070","","11","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Special Topics in Geography","675
002","","12","3.875","83.3","8.3","8.3",".","",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","682
038","","1","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","682
075","","1","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","682
100","","1","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior Honors Thesis","Course Total","","3","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior Thesis","692
003","","1","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","699
005","","1","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","699
010","","2","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","699
075","","1","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","699
088","","1","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","699
100","","4","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Directed Study","Course Total","","9","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","766
001","","5","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","766
002","","1","",".",".",".",".","",".","",".",".",".","",".",".","",".","",".","100.0",".",".","."
"Geog Inquiry&Anal:Technique","Course Total","","6","4.000","83.3",".",".",".","",".","",".",".",".","",".",".","",".","",".","16.7",".",".","."
"Capstone in GIS Development","777
070","","12","3.917","83.3","16.7",".",".","",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Practicum in GIS Development","778
070","","17","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Seminar-Cultural Geography","901
001","","12","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Smr-Physical Geography","920
001","","5","3.700","40.0","60.0",".",".","",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Seminar in Geographic Info Sci","970
001","","10","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","990
002","","1","",".",".",".",".","",".","",".",".","100.0","",".",".","",".","",".",".",".",".","."
"","990
003","","3","",".",".",".",".","",".","",".",".","100.0","",".",".","",".","",".",".",".",".","."
"","990
004","","5","",".",".",".",".","",".","",".",".","100.0","",".",".","",".","",".",".",".",".","."
"","990
005","","3","",".",".",".",".","",".","",".",".","100.0","",".",".","",".","",".",".",".",".","."
"","990
007","","1","",".",".",".",".","",".","",".",".","100.0","",".",".","",".","",".",".",".",".","."
"","990
008","","2","",".",".",".",".","",".","",".",".",".","",".",".","",".","100.0","",".",".",".","."
"","990
025","","1","",".",".",".",".","",".","",".",".",".","",".",".","",".","100.0","",".",".",".","."
"","990
030","","1","",".",".",".",".","",".","",".",".",".","",".",".","",".","100.0","",".",".",".","."
"","990
032","","2","",".",".",".",".","",".","",".",".","100.0","",".",".","",".","",".",".",".",".","."
"","990
035","","2","",".",".",".",".","",".","",".",".",".","",".",".","",".","100.0","",".",".",".","."
"","990
038","","4","",".",".",".",".","",".","",".",".","100.0","",".",".","",".","",".",".",".",".","."
