"LATIN AMER, CARIB & IBERIAN","Section","#","","Ave","A","AB","","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"525
LACIS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin America-Introduction","260
001","","16","3.500","12.5","","12.5",".","6.3","",".","",".","",".","","68.8","",".",".","",".","",".",".",".",".","."
"Elementary Quechua","362
001","","3","3.667","66.7","",".","33.3",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Advanced Quechua","364
001","","1","3.000",".","",".","100.0",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Second Semester Yucatec Maya","377
001","","2","3.750","50.0","","50.0",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","440
001","","7","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","440
002","","2","3.500","50.0","",".","50.0",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","440
003","","1","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","440
004","","1","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","440
005","","2","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","440
006","","1","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","440
00A","","1","3.000",".","",".","100.0",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Topics in LACIS","Course Total","","15","3.793","86.7","",".","13.3",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","699
003","","1","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","699
004","","1","",".","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","100.0",".",".","."
"Directed Study","Course Total","","2","4.000","50.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","50.0",".",".","."
"LACIS
525","Dept. Total","","39","3.671","48.7","","7.7","10.3","2.6","",".","",".","",".","","28.2","",".",".","",".","",".","2.6",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"525
LACIS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","3","***","","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Junior","","","6","3.643","50.0","","16.7","16.7",".","",".","",".","",".","",".","",".",".","",".","",".","16.7",".",".","."
"Senior","","","3","***","","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Undergraduates","","","12","3.556","50.0","","16.7","16.7","8.3","",".","",".","",".","",".","",".",".","",".","",".","8.3",".",".","."
"Special","","","11","",".","",".",".",".","",".","",".","",".","100.0","","",".",".","",".","",".",".",".",".","."
"Graduate","","","14","3.744","78.6","","7.1","14.3",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","","1","***","","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 3","","","1","***","","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","","2","***","","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","","39","3.671","48.7","","7.7","10.3","2.6","",".","",".","",".","","28.2","",".",".","",".","",".","2.6",".",".","."
