"Spring 2021-2022","","","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","405
162","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Advanced Voice","Course Total","","22","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","407
010","","2","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","407
110","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Advanced Flute","Course Total","","3","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","409
059","","5","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","409
159","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Advanced Oboe","Course Total","","6","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","411
019","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","411
119","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Advanced Clarinet","Course Total","","2","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Advanced Saxophone","413
049","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Advanced Bassoon","415
032","","2","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","417
020","","2","3.750","50.0","50.0","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","417
120","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Advanced Horn","Course Total","","3","3.875","66.7","33.3","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Advanced Trumpet","419
063","","5","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Advanced Trombone","421
089","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","423
035","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","423
135","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Advanced Euphonium","Course Total","","2","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Advanced Tuba","425
035","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Advanced Percussion","427
033","","3","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","431
025","","3","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","431
083","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","431
084","","2","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","431
125","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","431
183","","2","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","431
184","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Advanced Violin","Course Total","","10","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","433
073","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","433
173","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Advanced Viola","Course Total","","2","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","435
026","","3","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","435
071","","1","",".",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","100.0",".",".","."
"","435
126","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Advanced Cello","Course Total","","5","4.000","80.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","20.0",".",".","."
"","437
066","","2","3.750","50.0","50.0","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","437
166","","3","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Advanced String Bass","Course Total","","5","3.938","80.0","20.0","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Advanced Harp","439
077","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","441
050","","2","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"June 17, 2022","","","","","","","","","","","","","","","","","","","","","","","","","","","Page 295 of 454",""
