"ALS","","","","","","","","","","","","","","","","","","","","",""
"COMMUNITY & ENVIRONMENTA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","",""
"C&E SOC
Dept. Total
864","193","3.507","53.9","19.7","9.8","4.7","4.7","1.0","1.0","1.6","",".",".","",".","",".","3.1","0.5",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","16","3.147","37.5","25.0","6.3","12.5","12.5",".","6.3",".","",".",".","",".","",".",".",".",".","."
"Sophomore","41","3.326","41.5","19.5","17.1","9.8","7.3","2.4",".",".","",".",".","",".","",".","2.4",".",".","."
"Junior","55","3.505","49.1","30.9","14.5","1.8",".","1.8","1.8",".","",".",".","",".","",".",".",".",".","."
"Senior","69","3.711","66.7","13.0","4.3","2.9","5.8",".",".",".","",".",".","",".","",".","7.2",".",".","."
"Undergraduates","181","3.491","53.0","21.0","10.5","5.0","5.0","1.1","1.1",".","",".",".","",".","",".","3.3",".",".","."
"Special","2","***","","","","","","","","","","",".","",".","",".",".","50.0",".","."
"Graduate","10","4.000","80.0",".",".",".",".",".",".","20.0","",".",".","",".","",".",".",".",".","."
"Dept. Total","193","3.507","53.9","19.7","9.8","4.7","4.7","1.0","1.0","1.6","",".",".","",".","",".","3.1","0.5",".","."
