"L&S","","","","","","","","","","","","","","","","","","",""
"SPANISH (SPANISH AND PORTU Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"SPANISH
Dept. Total
912","1632","3.497","56.4","15.2","13.8","3.8","5.1","0.9","1.5","2.3","0.1",".","",".","0.4","0.4","0.1","0.1","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","141","3.140","37.6","18.4","24.1","4.3","7.1","3.5","5.0",".",".",".","",".",".",".",".",".","."
"Sophomore","435","3.462","51.7","18.2","16.3","4.1","6.7","1.4","0.7","0.2",".",".","",".",".","0.2","0.2",".","0.2"
"Junior","419","3.501","57.8","17.4","13.6","4.3","3.8","0.5","2.1","0.2",".",".","",".",".","0.2",".",".","."
"Senior","547","3.617","66.9","12.1","11.2","3.5","4.9","0.2","0.7",".",".",".","",".","0.2","0.4",".",".","."
"Undergraduates","1542","3.491","57.5","15.8","14.5","4.0","5.3","0.9","1.5","0.1",".",".","",".","0.1","0.3","0.1",".","0.1"
"Special","10","3.741","50.0","20.0","10.0",".",".",".",".","20.0",".",".","",".",".",".",".",".","."
"Graduate","78","3.718","34.6","2.6","1.3","1.3","1.3",".","1.3","43.6","1.3",".","",".","7.7","3.8",".","1.3","."
"Prof Yr 1","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","1632","3.497","56.4","15.2","13.8","3.8","5.1","0.9","1.5","2.3","0.1",".","",".","0.4","0.4","0.1","0.1","0.1"
