"Spring 2021-2022","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","","","","","",""
"PATHO-BIOLOGICAL SCIENCES","Section","# 
Ave","A","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades
GPA","","","","","","","","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","","","","","","","",""
"Parasitology","350
001","17
3.813","76.5","",".","","17.6",".","",".","",".","",".","5.9","",".",".","",".",".",".",".",".","."
"Sci Ethics Dis of Animal Rsrch","370
001","11
3.636","27.3","","72.7","",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Veterinary Parasitology","514
001","90
3.739","57.8","","33.3","","7.8","1.1","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Reg Vet Med & Public Health","515
001","97
3.918","86.6","","10.3","","3.1",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Active, Integrated Learning II","526
001","92
4.000","96.7","",".","",".",".","",".","",".","",".","3.3","",".",".","",".",".",".",".",".","."
"Veterinary Systemic Path II","561
001","91
3.418","31.9","","28.6","","33.0","4.4","","2.2","",".","",".",".","",".",".","",".",".",".",".",".","."
"Veterinary Clinic Pathology","562
001","91
3.593","42.9","","38.5","","14.3","3.3","","1.1","",".","",".",".","",".",".","",".",".",".",".",".","."
"Vet Necropsy Rotation","660
001","31
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","675
001","182",".","",".","",".",".","",".","",".","",".","90.1","",".",".","",".",".","9.9",".",".","."
"","675
002","12",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".",".",".",".","."
"","675
005","20",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".",".",".",".","."
"Special Topics","Course Total","214",".","",".","",".",".","",".","",".","",".","91.6","",".",".","",".",".","8.4",".",".","."
"Senior Honors Thesis","681
032","1
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","699
007","2
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","699
012","1
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","699
020","1
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","699
023","2
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","699
030","1
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","699
032","5
4.000","80.0","",".","",".",".","",".","",".","",".","20.0","",".",".","",".",".",".",".",".","."
"","699
038","1
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","699
039","1
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","699
042","2
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","699
073","3
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","699
089","1
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","699
106","4
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","699
108","1
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","699
118","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".",".",".",".","."
"","699
135","1
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","699
143","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".",".",".",".","."
"Directed Study","Course Total","28
4.000","89.3","",".","",".",".","",".","",".","",".","10.7","",".",".","",".",".",".",".",".","."
"","775
001","5",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".",".",".",".","."
"","775
002","3",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".",".",".",".","."
"","775
003","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".",".",".",".","."
"","775
004","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".",".",".",".","."
"Externship","Course Total","10",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".",".",".",".","."
"Advanced Seminar","930
011","18
4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","990
007","2",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".",".",".",".","."
"","990
012","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".",".",".",".","."
"","990
019","1",".","",".","",".",".","",".","",".","",".",".","",".",".","",".","100.0",".",".",".","."
"","990
020","2",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".",".",".",".","."
"","990
023","2",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".",".",".",".","."
"","990
030","1",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".",".",".",".","."
"","990
032","2",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".",".",".",".","."
"June 17, 2022","","","","","","","","","","","","","","","","","","","","","","","","Page 447 of 454",""
