"L&S","","","","","","","","","","","","","","","","","","","","","",""
"SCIENCE & TECHNOLOGY STUDISection","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","","","","","","","",""
"201
001
Where Science Meets Society","145","3.668","65.5","19.3","4.8","2.1","2.1","0.7","2.1","3.4","",".",".","",".","",".","",".",".",".","."
"901
001
Sci, Technol & Med in Society","6","3.833","83.3",".","16.7",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"902
001
Current Topics-Sci & Tech St","6","",".",".",".",".",".",".",".",".","",".","100.0","",".","",".","",".",".",".","."
"STS
Dept. Total
875","157","3.675","63.7","17.8","5.1","1.9","1.9","0.6","1.9","3.2","",".","3.8","",".","",".","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","9","2.889","44.4","22.2","11.1",".",".",".","22.2",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","36","3.750","72.2","16.7","8.3",".",".","2.8",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","45","3.778","68.9","24.4","2.2","2.2","2.2",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","50","3.643","66.0","18.0","4.0","4.0","4.0",".","2.0","2.0","",".",".","",".","",".","",".",".",".","."
"Undergraduates","140","3.665","67.1","20.0","5.0","2.1","2.1","0.7","2.1","0.7","",".",".","",".","",".","",".",".",".","."
"Special","5","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","12","3.833","41.7",".","8.3",".",".",".",".",".","",".","50.0","",".","",".","",".",".",".","."
"Dept. Total","157","3.675","63.7","17.8","5.1","1.9","1.9","0.6","1.9","3.2","",".","3.8","",".","",".","",".",".",".","."
