"Spring 2021-2022","","","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GERMAN","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Topics in German Culture","Course Total","","46","3.889","84.8","6.5","4.3","2.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","2.2"
"Honors Seminar-German Lit","385
001","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"German for Grad Reading II","392
001","","9","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"1st Sem German for Grad Stdts","401
003","","1","2.500",".",".",".","100.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","402
001","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","402
002","","4","3.750","75.0",".","25.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","402
004","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"2nd Sem German for Grad Stdts","Course Total","","6","3.833","83.3",".","16.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"3rd Sem German for Grad Stdts","403
001","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"4th Sem German for Grad Stdts","404
001","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Intro to Middle High German","651
001","","4","4.000","75.0",".",".",".","",".","",".","",".","","25.0","",".",".","",".","",".","",".",".",".","."
"Adv Seminar in German Studies","676
001","","8","3.929","75.0","12.5",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","12.5","."
"Directed Study","698
013","","1","",".",".",".",".","",".","",".","",".","",".","",".","100.0","",".","",".","",".",".",".","."
"Pract-Teachng Undergrad Lit","723
012","","1","",".",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","100.0","."
"Topics-Applied Linguistics","727
001","","6","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Old Germanic Languages","755
001","","7","3.833","71.4",".","14.3",".","",".","",".","",".","",".","",".",".","",".","",".","","14.3",".",".","."
"","799
001","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","799
005","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","799
009","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","799
015","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Independent Study","Course Total","","7","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Interdis W Europ Studies Sm","804
001","","4","3.875","75.0","25.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Seminar-German Lit & Culture","947
001","","4","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Seminar-German Linguistics","960
001","","12","3.875","91.7",".",".","8.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","990
005","","1","",".",".",".",".","",".","",".","",".","100.0","","",".",".","",".","",".","",".",".",".","."
"","990
007","","2","",".",".",".",".","",".","",".","",".","100.0","","",".",".","",".","",".","",".",".",".","."
"","990
014","","1","",".",".",".",".","",".","",".","",".","100.0","","",".",".","",".","",".","",".",".",".","."
"Individual Research in Lit","Course Total","","4","",".",".",".",".","",".","",".","",".","100.0","","",".",".","",".","",".","",".",".",".","."
"","991
001","","1","",".",".",".",".","",".","",".","",".","",".","",".",".","",".","100.0","","",".",".",".","."
"","991
009","","3","",".",".",".",".","",".","",".","",".","100.0","","",".",".","",".","",".","",".",".",".","."
"","991
010","","1","",".",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","100.0","."
"Linguistc&Germanic Philolgy","Course Total","","5","",".",".",".",".","",".","",".","",".","60.0","","",".",".","",".","20.0","","",".",".","20.0","."
