"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"Proseminar-Teaching of Writing","Course Total","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"795","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"795","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"One-credit Seminar","Course Total","","5","***","","","","","","","","","","","","","","","",""
"799","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","3","***","","","","","","","","","","","","","","","",""
"800
Critical Methods in Lit","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"803
Topics in Medieval Literature","001","","10","4.000","80.0",".",".",".",".",".",".",".",".",".",".",".","10.0",".","10.0","."
"804
Topics in Early Modern Lit","001","","8","3.929","75.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","12.5","."
"810
Topics in Early American Lit","001","","11","4.000","81.8",".",".",".",".",".",".",".",".",".",".",".","18.2",".",".","."
"812
American Literature since 1900","001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"813","001","","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"813","002","","8","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"World/Postcolonial Lit-English","Course Total","","20","3.895","75.0","20.0",".",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"906
Smr-The English Language","001","","10","3.889","70.0","20.0",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading for PhD Prelims","Course Total","","3","***","","","","","","","","","","","","","","","",""
"999","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","012","","6","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"999","014","","7","",".",".",".",".",".",".",".","14.3",".",".",".","85.7",".",".",".","."
"999","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","022","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"999","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","029","","6","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"999","032","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","042","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","051","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","054","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","062","","10","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"999","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","069","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","072","","6","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"999","075","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","077","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","086","","2","***","","","","","","","","","",".",".",".",".",".",".","."
