"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"HISTORY","Section","#","Ave","A","AB","B","","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","","","","",""
"999","060","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","064","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","068","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","084","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","086","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","Course Total","29","3.946","51.7","6.9","",".",".","",".","",".","",".","10.3",".",".",".","3.4","6.9",".","20.7","."
