"BIOLOGICAL SYSTEMS ENGINE","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to Computer Aided Design","270
001","","32","3.188","21.9","25.0","28.1","18.8","6.3",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"BSE
112","Dept. Total","","32","3.188","21.9","25.0","28.1","18.8","6.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","2","2.750",".",".","50.0","50.0",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","12","3.375","41.7","25.0","8.3","16.7","8.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","17","3.088","11.8","23.5","41.2","17.6","5.9","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","31","3.177","22.6","22.6","29.0","19.4","6.5","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","3.500",".","100.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","32","3.188","21.9","25.0","28.1","18.8","6.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
