"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"Elem/Intermediate Violin","","Course Total","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intermediate Viola","233","101","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","235","026","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","235","071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Cello","","Course Total","4","***","","","","","","","","","","","","","","","",""
"Elem/Intmed String Bass","237","066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Harp","239","077","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Low Brass","24","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Year Composition","247","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Percussion","27","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-High Strings","32","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Violin","331","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Piano Accompanying Lab","342","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","348","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","348","027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","348","046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Year Composition","","Course Total","3","***","","","","","","","","","","","","","","","",""
"Fundamentals-Low Strings","36","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401","029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","047","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Piano","","Course Total","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Harpsichord","402","042","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","045","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","061","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","062","8","4.000","75.0",".",".",".",".",".",".",".",".",".",".",".","25.0",".",".","."
"Advanced Voice","","Course Total","19","3.953","73.7","5.3",".",".",".",".",".",".",".",".",".",".","21.1",".",".","."
"Advanced Flute","407","010","6","3.625","83.3",".",".",".",".","16.7",".",".",".",".",".",".",".",".",".","."
"Advanced Oboe","409","059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Clarinet","411","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Saxophone","413","050","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Bassoon","415","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Horn","417","020","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Trumpet","419","063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Trombone","421","089","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Euphonium","423","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Tuba","425","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Percussion","427","033","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","431","025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","431","083","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","431","101","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Violin","","Course Total","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 03, 2015","","","","","","","","","","","","","","","","","","","Page 270 of 403",""
