"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"563","004","","11","3.500","36.4","36.4","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"563","006","","9","3.556","44.4","33.3","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","","40","3.425","35.0","30.0","20.0","15.0",".",".",".",".",".",".",".",".",".",".",".","."
"564","001","","6","2.083",".",".","33.3","16.7","16.7","33.3",".",".",".",".",".",".",".",".",".","."
"564","003","","7","3.286","42.9","14.3","14.3","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"564","004","","7","3.000","28.6",".","42.9",".","28.6",".",".",".",".",".",".",".",".",".",".","."
"564","006","","7","3.214","14.3","42.9","28.6",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","","27","2.926","22.2","14.8","29.6","7.4","18.5","7.4",".",".",".",".",".",".",".",".",".","."
"565
Biophysical Chemistry","001","","91","3.210","41.8","5.5","26.4","6.6","12.1","4.4",".",".",".",".",".",".",".",".","3.3","."
"608
Symmtry/Bondng/Molec Shapes","001","","9","3.676","33.3","22.2","11.1",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"619
Microscopy of Life","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"621
Instrumental Analysis","001","","23","3.335","4.3","56.5","30.4","4.3",".",".",".",".",".",".",".",".","4.3",".",".","."
"624
Electrochemistry","001","","29","3.327","20.7","34.5","34.5","10.3",".",".",".",".",".",".",".",".",".",".",".","."
"625
Separations-Chem Analysis","001","","19","3.375","26.3","36.8","26.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"636
Topics-Chem Instrumentatn: NMR","001","","17","3.735","64.7","17.6","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"641
Advanced Organic Chemistry","001","","31","3.317","22.6","25.8","38.7","9.7",".",".",".",".",".",".",".",".",".",".","3.2","."
"654
Materials Chem of Polymers","001","","36","3.472","30.6","27.8","30.6",".","2.8",".",".","8.3",".",".",".",".",".",".",".","."
"661
Chem & Stat Thermodynamics","001","","13","3.577","38.5","38.5","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"665
Biophysical Chemistry","001","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".","16.7","."
"675
Intro Quantum Chemistry","001","","14","3.571","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","106","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","112","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","116","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","7","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"682
Senior Honors Thesis","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"691
Senior Thesis","048","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
