"EGR","","","","","","","","","","","","","","","","","","","","",""
"","CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1","001","","21","3.775","76.2","14.3",".",".",".","4.8",".",".",".",".",".",".","4.8",".",".","."
"Prob Solv Using Cmptr Tools","291","001","","47","3.000","6.4","36.2","25.5","23.4","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"Fluid Mechanics","310","001","","82","2.909","12.2","17.1","30.5","23.2","15.9","1.2",".",".",".",".",".",".",".",".",".","."
"Hydroscience","311","001","","51","2.784","11.8","11.8","27.5","27.5","17.6","3.9",".",".",".",".",".",".",".",".",".","."
"Hydrology","315","001","","11","3.273","27.3","9.1","54.5","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Environmental Engineering","320","001","","82","2.945","15.9","18.3","31.7","17.1","13.4","2.4","1.2",".",".",".",".",".",".",".",".","."
"Soil Mechanics","330","001","","43","2.884","14.0","14.0","25.6","27.9","18.6",".",".",".",".",".",".",".",".",".",".","."
"Structural Analysis I","340","001","","60","3.133","21.7","33.3","16.7","13.3","11.7","3.3",".",".",".",".",".",".",".",".",".","."
"Intro to Geographc Info Sys","357","001","","6","3.417","33.3","16.7","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Transportation Engineering","370","001","","55","3.291","34.5","20.0","27.3","5.5","12.7",".",".",".",".",".",".",".",".",".",".","."
"On-Site Waste Water Treatment","372","001","","6","2.667",".",".","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"Building Information Modeling","392","001","","25","3.840","72.0","24.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Matrls-Constructed Facilities","395","001","","49","3.188","22.4","20.4","32.7","16.3","6.1",".",".",".",".",".",".",".","2.0",".",".","."
"Hydraulic Engineering","410","001","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Open Channel Hydraulics","411","001","","24","3.391","29.2","29.2","29.2","4.2","4.2",".",".","4.2",".",".",".",".",".",".",".","."
"Environmentl Engineerng Lab","424","001","","8","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dsgn-Wastewtr Treatmnt Plnt","426","001","","17","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Solid&Hazardous Wastes Engr","427","001","","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Structural Analysis II","440","001","","17","3.353","17.6","41.2","35.3","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Steel Structures I","445","001","","27","2.796","11.1","3.7","51.9",".","33.3",".",".",".",".",".",".",".",".",".",".","."
"Legal Aspects-Engineering","491","001","","40","3.488","27.5","45.0","25.0","2.5",".",".",".",".",".",".",".",".",".",".",".","."
"Mech Systems for Construction","497","001","","22","3.364","22.7","36.4","36.4",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"Constructn Project Managmnt","498","001","","64","3.555","51.6","21.9","17.2","4.7","4.7",".",".",".",".",".",".",".",".",".",".","."
"Water Chemistry","500","001","","33","3.697","57.6","24.2","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations","532","001","","16","3.625","43.8","37.5","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Concrete Structures II","547","001","","18","3.500","50.0","22.2","16.7",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Urban Transport Planning","571","001","","24","3.630","37.5","45.8","12.5",".",".",".",".","4.2",".",".",".",".",".",".",".","."
"Traffic Control","574","001","","20","3.368","20.0","30.0","45.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"Adv Highway Matl&Constructn","575","001","","12","3.708","58.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Capstone Design","578","001","","36","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Transportation Engr","579","001","","62","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","609","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","609","002","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics-Water Chemistry","","Course Total","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics-Envir Engr","629","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Topic-Transprtatn&City Plan","679","001","","8","3.438","50.0","12.5","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"Mgmt-Civil Infrastruct Sys","694","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","698","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","698","002","","18","3.500","44.4","22.2","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","698","004","","31","3.871","90.3",".","6.5",".","3.2",".",".",".",".",".",".",".",".",".",".","."
"","698","006","","24","3.833","70.8","25.0","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 03, 2015","","","","","","","","","","","","","","","","","","","","Page 113 of 403",""
