"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"717","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Polymer Processing","Course Total","","3","***","","","","","","","","","","","","","","","",""
"718","002","","8","4.000","75.0",".",".",".",".",".",".",".",".",".",".",".","25.0",".",".","."
"718","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Modlng&Simlatn-Polymer Proc","Course Total","","9","4.000","66.7",".",".",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"746","001","","28","3.643","32.1","64.3","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"746","003","","10","3.556","30.0","40.0","20.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Dynamics-Controlled Systems","Course Total","","38","3.622","31.6","57.9","7.9",".",".",".",".","2.6",".",".",".",".",".",".",".","."
"747
Adv Comp Ctrl-Machines&Proc","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"764
Heat Transfer I-Conduction","001","","35","3.900","85.7","8.6","5.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","13","",".",".",".",".",".",".",".","15.4",".",".",".","84.6",".",".",".","."
"790","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"790","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","022","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","036","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","047","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"790","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","057","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","068","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","092","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","093","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research & Thesis","Course Total","","78","",".",".",".",".",".",".",".","56.4","1.3",".",".","42.3",".",".",".","."
"890","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","007","","11","",".",".",".",".",".",".",".","9.1",".",".",".","90.9",".",".",".","."
"890","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 03, 2015","","","","","","","","","","","","","","","","","","","Page 137 of 403",""
