"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","11879","3.283","38.5","16.8","18.7","6.0","8.0","1.7","0.6","4.9","0.0","1.2",".","2.7","0.6","0.1","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","1124","3.217","40.8","21.2","17.3","7.9","9.1","2.0","1.4",".",".",".",".",".","0.3",".",".","."
"Sophomore","","1208","3.179","37.0","18.1","22.3","7.5","9.1","3.0","1.4","0.2",".","1.2",".",".","0.2",".","0.1","."
"Junior","","2676","3.202","34.4","18.6","23.9","7.7","11.4","2.0","0.4",".",".","1.3",".",".","0.1","0.1",".","."
"Senior","","4618","3.297","40.3","18.0","20.6","6.4","8.6","1.8","0.6","0.2","0.0","1.6",".","0.5","1.1","0.0","0.1","."
"Undergraduates","","9626","3.246","38.3","18.5","21.3","7.1","9.5","2.0","0.7","0.1","0.0","1.3",".","0.2","0.6","0.0","0.0","."
"Special","","242","3.240","34.7","16.5","20.7","7.0","8.7","2.9","0.4","5.4",".",".",".",".",".","1.2","2.5","."
"Graduate","","1997","3.693","39.6","8.2","6.1","0.5","0.9","0.1","0.1","27.7","0.1","1.0",".","14.8","0.7","0.1","0.3","."
"Prof Yr 2","","3","4.000","33.3",".",".",".",".",".",".","33.3",".",".",".","33.3",".",".",".","."
"Prof Yr 3","","6","3.813","66.7","16.7",".",".",".",".",".",".",".",".",".","16.7",".",".",".","."
"Prof Yr 4","","5","3.667","80.0",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","14","3.750","64.3","7.1","7.1",".",".",".",".","7.1",".",".",".","14.3",".",".",".","."
"","College Total","11879","3.283","38.5","16.8","18.7","6.0","8.0","1.7","0.6","4.9","0.0","1.2",".","2.7","0.6","0.1","0.1","."
