"Crusades: Christianity & Islam","309
001","","6","3.200",".","33.3","50.0",".","",".",".","",".","","16.7",".","",".",".","",".","",".","",".",".","."
"Medieval Romance","425
001","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Celtic-Scand Cultrl Interrelat","446
001","","5","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Mediaeval Latin","563
001","","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MEDIEVAL
633","Dept. Total","","14","3.466","21.4","50.0","21.4",".","",".","",".","",".","7.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","3.500",".","100.0",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","5","3.346",".","60.0","20.0",".","",".","",".","",".","20.0","",".",".","",".","",".","",".",".",".","."
"Senior","","","5","3.353","20.0","40.0","40.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","12","3.382","8.3","58.3","25.0",".","",".","",".","",".","8.3","",".",".","",".","",".","",".",".",".","."
"Graduate","","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","14","3.466","21.4","50.0","21.4",".","",".","",".","",".","7.1","",".",".","",".","",".","",".",".",".","."
