"","699
002","3","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Study","Course Total","6","3.917","83.3","16.7",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Computational Cognitive Sci","841
001","2","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Computn&Informatcs in Biol&Med","915
001","5","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"B M I
210","Dept. Total","106","3.668","44.3","36.8","9.4","0.9","",".","",".","",".","5.7","",".",".","",".","",".","1.9",".","0.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","3.750","50.0","50.0",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","10","3.750","60.0","30.0","10.0",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","14","3.750","57.1","35.7","7.1",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Special","","15","3.919","73.3","13.3",".",".","",".","",".","",".","13.3","",".",".","",".","",".",".",".",".","."
"Graduate","","41","3.591","36.6","34.1","14.6",".","",".","",".","",".","9.8","",".",".","",".","",".","2.4",".","2.4","."
"Prof Yr 3","","3","3.750","33.3","33.3",".",".","",".","",".","",".",".","",".",".","",".","",".","33.3",".",".","."
"Prof Yr 4","","33","3.606","36.4","51.5","9.1","3.0","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","36","3.614","36.1","50.0","8.3","2.8","",".","",".","",".",".","",".",".","",".","",".","2.8",".",".","."
"","Dept. Total","106","3.668","44.3","36.8","9.4","0.9","",".","",".","",".","5.7","",".",".","",".","",".","1.9",".","0.9","."
